id_lieu,annee_tournage,type_tournage,nom_tournage,nom_realisateur,nom_producteur,adresse_lieu,ardt_lieu,date_debut,date_fin,coord_x,coord_y,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_point_2d.lon,geo_point_2d.lat
2016-174,2016,Long métrage,CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,KAZAK PRODUCTIONS,RUE  SIMON LE FRANC,75004,2016-09-06,2016-09-06,2.353715,48.860043,Feature,"[2.3537149994732736, 48.86004299956875]",Point,2.3537149994732736,48.86004299956875
2020-523,2020,Téléfilm,Chevrotine,Laetitia Masson,UGC Fiction,"port des champs elysées, 75008 paris",75008,2020-09-29,2020-09-29,2.3136091,48.86421593,Feature,"[2.313609095515388, 48.86421592695677]",Point,2.313609095515388,48.86421592695677
2020-374,2020,Long métrage,LE TRESOR DU PETIT NICOLAS,JULIEN RAPPENEAU,CURIOSA FILM,"ile de reuilly, 75012 paris",75012,2020-09-15,2020-09-15,2.41365537,48.83085104,Feature,"[2.4136553677200743, 48.83085104372977]",Point,2.4136553677200743,48.83085104372977
2019-279,2019,Série TV,POUR SARAH,FREDERIC BERTHE,EFFERVESCENCE FICTION,"3 rue de castiglione, 75001 paris",75001,2019-03-15,2019-03-15,2.32744623,48.86574412,Feature,"[2.327446234271998, 48.865744116039366]",Point,2.327446234271998,48.865744116039366
2016-1162,2016,Série TV,JUSTE UN REGARD,LUDOVIC COLBEAU,VAB,PLACE  SAINT PIERRE,75018,2016-11-10,2016-11-10,2.343816,48.884326,Feature,"[2.3438160006803455, 48.88432600009929]",Point,2.343816000680345,48.88432600009929
2021-435,2021,Série TV,VTC,Julien Bittner,BRIDGES,"place jeanne d'arc, 75013 paris",75013,2021-04-09,2021-04-10,2.36780388,48.83034946,Feature,"[2.3678038810704103, 48.83034946199652]",Point,2.3678038810704103,48.83034946199652
2021-436,2021,Série TV,VTC,Julien Bittner,BRIDGES,"28 place jeanne d'arc, 75013 paris",75013,2021-04-09,2021-04-10,2.36898984,48.83001025,Feature,"[2.3689898415005928, 48.83001024971749]",Point,2.3689898415005928,48.83001024971749
2022-133,2022,Série TV,BRI,Jeremie Guez,CHEYENNE FEDERATION,"25 avenue pierre ier de serbie, 75116 paris",75116,2022-03-08,2022-03-09,648484.831,6863206.224,Feature,"[2.297760251246391, 48.86682399806753]",Point,2.297760251246391,48.86682399806753
2022-437,2022,Série TV,THE NEW LOOK,TODD ADAM KESSLER,BLOOM PRODUCTION,"40 rue notre-dame des victoires, 75002 paris",75002,2022-05-16,2022-05-18,651742.239,6863407.284,Feature,"[2.3421393285741487, 48.86888437576708]",Point,2.3421393285741487,48.86888437576708
2022-511,2022,Long métrage,TIME PLEASE,Nitesh Tiwari,AMA PRODUCTIONS,"9 avenue hoche, 75008 paris",75008,2022-06-06,2022-06-06,648935.113,6864357.425,Feature,"[2.30375967881294, 48.87721229780743]",Point,2.30375967881294,48.87721229780743
2023-491,2023,Long métrage,SERPENT'S PATH,Kiyoshi KUROSAWA,CINEFRANCE STUDIOS,"172 boulevard voltaire, 75011 paris",75011,2023-05-06,2023-05-07,654806.611,6861866.577,Feature,"[2.3840756125036404, 48.85525127134102]",Point,2.3840756125036404,48.85525127134102
2023-625,2023,Téléfilm,L'Enchanteur,Philippe Lefebvre,247 Max,"rue gaston gallimard, 75007 paris",75007,2023-06-16,2023-06-16,650732.678,6862088.751,Feature,"[2.328530267984538, 48.85695059787582]",Point,2.328530267984538,48.85695059787582
2023-996,2023,Long métrage,SHARKS IN PARIS,Xavier Gens,FULL PLAYERS,"pont d'arcole, 75004 paris",75004,2023-09-12,2023-09-12,652367.962,6861951.671,Feature,"[2.3508320705589276, 48.855840832038766]",Point,2.350832070558928,48.855840832038766
2024-918,2024,Téléfilm,Fromage à trois,Clare N,Prodds Media,"3 rue de jarente, 75004 paris",75004,2024-04-10,2024-04-10,653276.709,6861915.218,Feature,"[2.363220673670933, 48.85557955976499]",Point,2.363220673670933,48.85557955976499
2019-479,2019,Long métrage,UMAN,Xavier DURRINGER,ORSON FILMS,"7 rue jacques bingen, 75017 paris",75017,2019-05-21,2019-05-22,2.31138303,48.88321809,Feature,"[2.311383030491272, 48.883218090060524]",Point,2.311383030491272,48.88321809006053
2019-1499,2019,Long métrage,Trois Fois Rien,Nadege Loiseau,SRAB FILMS,"8 rue petit, 75019 paris",75019,2019-11-20,2019-11-20,2.38014704,48.88464413,Feature,"[2.380147043973975, 48.884644132857915]",Point,2.380147043973975,48.88464413285792
2018-932,2018,Long métrage,"La nuit, je mens...",Stéphane Batut,ZADIG FILMS,"1 rue david d'angers, 75019 paris",75019,2018-08-17,2018-08-17,2.38849778,48.88312954,Feature,"[2.388497778777159, 48.883129541189625]",Point,2.388497778777159,48.883129541189625
2016-503,2016,Long métrage,LOUE MOI,VIRGINE SCSWARTZ,MY FAMILY,10  RUE  CHARLOT,75003,2016-11-18,2016-11-18,2.361005,48.861448,Feature,"[2.3610049997157123, 48.86144800018477]",Point,2.3610049997157123,48.86144800018477
2016-2043,2016,Long métrage,CHERCHEZ LA FEMME,SOU ABADI,THE FILM,PLACE  RHIN ET DANUBE,75019,2016-05-12,2016-05-12,2.392917,48.882152,Feature,"[2.392916999365022, 48.88215199981912]",Point,2.392916999365022,48.88215199981912
2016-576,2016,Série TV,BLACKPILLS/VIRGIN,NATH DUMONT,TOGETHER MEDIA 2,PARVIS  DU SACRE COEUR,75018,2016-08-22,2016-08-22,2.342895,48.886199,Feature,"[2.342894999902618, 48.886198999983236]",Point,2.342894999902618,48.88619899998324
2019-1148,2019,Long métrage,Eiffel,Martin Bourboulon,VVZ Production,"72 rue de varenne, 75007 paris",75007,2019-09-05,2019-09-08,2.31927386,48.85517368,Feature,"[2.319273862217471, 48.85517367803908]",Point,2.319273862217471,48.85517367803908
2018-1439,2018,Long métrage,HORS NORMES,Eric Toledano et Olivier Nakache,ADNP QUAD FILMS,"1 place de la porte de pantin, 75019 paris",75019,2018-11-16,2018-11-17,2.39486793,48.88962818,Feature,"[2.3948679316647556, 48.88962817501565]",Point,2.394867931664756,48.88962817501565
2019-1394,2019,Long métrage,DES JOURS SAUVAGES,David LANZMANN,SINGLE MAN PRODUCTIONS,"18 rue brochant, 75017 paris",75017,2019-10-21,2019-10-23,2.31822038,48.88896661,Feature,"[2.318220381548004, 48.88896661076039]",Point,2.318220381548004,48.88896661076039
2019-1449,2019,Long métrage,PAR UN DEMI CLAIR MATIN,Bruno Dumont,3B PRODUCTIONS,"place françois ier, 75008 paris",75008,2019-11-03,2019-11-03,2.3076061,48.86625686,Feature,"[2.307606101729049, 48.86625685529448]",Point,2.307606101729049,48.86625685529448
2019-1452,2019,Série Web,Tu Préfèreres,Lise Akoka et Romane Gueret,Superstructure,"17 rue burnouf, 75019 paris",75019,2019-10-24,2019-10-24,2.37415161,48.87618901,Feature,"[2.3741516063177333, 48.876189011458635]",Point,2.3741516063177333,48.87618901145864
2021-1340,2021,Long métrage,Le nouveau Jouet,James HUTH,Eskwad,"route de ceinture du lac daumesnil, 75012 paris",75012,2021-09-28,2021-09-28,2.4114033,48.82956708,Feature,"[2.411403298828731, 48.829567080357045]",Point,2.411403298828731,48.829567080357045
2021-1402,2021,Long métrage,DISCO BOY,Giacomo Abbruzzese,LES FILMS GRAND HUIT,"6 rue saint-louis en l'ile, 75004 paris",75004,2021-10-02,2021-10-02,2.35907438,48.85097715,Feature,"[2.35907437918112, 48.85097715193834]",Point,2.35907437918112,48.85097715193834
2016-2465,2016,Long métrage,SOUS LE MEME TOIT,DOMINIQUE FARRUGIA,EUROPA CORP,5  BOULEVARD  DES ITALIENS,75002,2016-06-21,2016-06-21,2.339175,48.871683,Feature,"[2.3391749998889986, 48.871682999716754]",Point,2.3391749998889986,48.871682999716754
2016-704,2016,Long métrage,PLONGER,MELANIE LAURENT,MOVE MOVIE,18  RUE  ANTOINE BOURDELLE,75015,2016-05-02,2016-05-02,2.318583,48.842951,Feature,"[2.318582999496182, 48.84295100002555]",Point,2.318582999496182,48.84295100002555
2016-1075,2016,Long métrage,LUMIERE AMOUREUSE,FRANCHIN DOM,KOI FILMS,55  BOULEVARD  ROCHECHOUART,75009,2016-06-07,2016-06-07,2.340934,48.882024,Feature,"[2.340934000374987, 48.88202399995369]",Point,2.340934000374987,48.88202399995369
2020-807,2020,Long métrage,8 Rue de l'Humanité,Dany BOON,PATHÉ PROD EXÉ,"place de la république, 75011 paris",75011,2020-11-09,2020-11-11,2.36479185,48.86635144,Feature,"[2.364791850060801, 48.866351441926426]",Point,2.364791850060801,48.866351441926426
2018-1077,2018,Long métrage,Femme-Enfant,Amro Hamzawi,ECCE FILMS,"37 rue meslay, 75003 paris",75003,2018-09-26,2018-09-27,2.35890395,48.86788733,Feature,"[2.358903946157854, 48.867887331455]",Point,2.358903946157854,48.867887331455
2021-1121,2021,Série TV,Ils ont dit,Ornella Fleury,La Blogothèque Productions,"chemin de ceinture du lac inférieur, 75016 paris",75016,2021-08-04,2021-08-04,2.26425028,48.86640764,Feature,"[2.2642502800002404, 48.86640763841563]",Point,2.2642502800002404,48.86640763841563
2016-2488,2016,Long métrage,LEILA,NAIDRA AYADI,NOLITA CINEMA,RUE  DE DOUAI,75009,2016-12-12,2016-12-12,2.332212,48.882671,Feature,"[2.3322120004270177, 48.882671000353284]",Point,2.3322120004270177,48.88267100035328
2016-2500,2016,Long métrage,L'AMANT D'UN JOUR,PHILIPPE GARREL,SBS FILMS,60/70  BOULEVARD  SERRURIER,75019,2016-07-07,2016-07-07,2.39652,48.881712,Feature,"[2.396519999911366, 48.88171200037375]",Point,2.396519999911366,48.88171200037375
2016-2377,2016,Long métrage,BEFIKRE,ADITYA CHOPRA,FIRSTEP,RUE  DE BEARN,75003,2016-02-26,2016-02-26,2.366075,48.857298,Feature,"[2.3660750006655973, 48.85729799967262]",Point,2.3660750006655973,48.85729799967262
2017-262,2017,Téléfilm,JE NE SUIS PAS UN HOMME FACILE,ELEONORE POURRIAT,FILM INVADERS,"18 rue véron, 75018 paris",75018,2017-04-03,2017-04-03,2.33646138,48.88460052,Feature,"[2.3364613846805247, 48.88460051974893]",Point,2.3364613846805247,48.88460051974893
2017-660,2017,Série TV,Joséphine Ange Gardien Tous pour un,Thierry Petit,DEMD PRODUCTIONS,"70 rue de meaux, 75019 paris",75019,2017-10-16,2017-10-16,2.37655985,48.88322516,Feature,"[2.376559847359311, 48.883225157210745]",Point,2.376559847359311,48.883225157210745
2017-579,2017,Long métrage,VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,"rue royale, 75008 paris",75008,2017-09-25,2017-09-25,2.32323376,48.86838494,Feature,"[2.32323375618129, 48.868384941881395]",Point,2.32323375618129,48.8683849418814
2017-1589,2017,Long métrage,The White Crow,Ralph Fiennes,Montebello Productions,"place du panthéon, 75005 paris",75005,2017-08-19,2017-08-19,2.34482777,48.84608908,Feature,"[2.344827774819461, 48.84608907726234]",Point,2.344827774819461,48.84608907726234
2017-1233,2017,Téléfilm,"Mystère Place Vendôme, Partie 2",Renaud Bertrand,THALIE IMAGES,"place vendôme, 75001 paris",75001,2017-06-05,2017-06-05,2.3292215,48.86726685,Feature,"[2.329221504428915, 48.86726684964195]",Point,2.329221504428915,48.86726684964195
2018-200,2018,Série TV,DIX POUR CENT SAISON 3,Antoine Garceau et Marc Fitoussi,MON VOISIN PRODUCTION,"place du québec, 75006 paris",75006,2018-03-05,2018-03-05,2.33332599,48.85379429,Feature,"[2.333325990841045, 48.85379429294134]",Point,2.333325990841045,48.85379429294134
2018-486,2018,Série TV,UN AVION SANS ELLE,JEAN-MARC RUDNICKI,RIFIFILMS,"pont saint-louis, 75004 paris",75004,2018-04-19,2018-04-19,2.35230612,48.85266597,Feature,"[2.3523061234219385, 48.85266596442353]",Point,2.3523061234219385,48.85266596442353
2017-1405,2017,Série TV,POTOMAC mulot floquet Mare et champ de mars,Dan Sackheim,FROGGIE PRODUCTION,"avenue charles floquet, 75007 paris",75007,2017-06-25,2017-06-25,2.29636653,48.85487286,Feature,"[2.296366532534556, 48.85487286111555]",Point,2.296366532534556,48.85487286111555
2018-726,2018,Série TV,Vernon Subutex,Cathy VERNEY,TETRA MEDIA FICTION,"rue des ecluses saint-martin, 75010 paris",75010,2018-05-31,2018-05-31,2.36632575,48.87699637,Feature,"[2.366325747080375, 48.876996371712785]",Point,2.366325747080375,48.87699637171279
2018-728,2018,Long métrage,Qu'est-ce qu'on a encore fait au bon dieu,Philippe De Chauveron,LES FILMS DU 24,"15 avenue hoche, 75008 paris",75008,2018-06-12,2018-06-13,2.30313789,48.87695296,Feature,"[2.3031378851347486, 48.87695296170397]",Point,2.3031378851347486,48.87695296170397
2017-1504,2017,Long métrage,À jamais fidèle,cheyenne carron,Hesiode Productions,"4 impasse des prêtres, 75116 paris",75116,2017-08-11,2017-08-11,2.2831738,48.86493893,Feature,"[2.283173802069286, 48.86493893223115]",Point,2.283173802069286,48.86493893223115
2018-460,2018,Long métrage,MON BEBE,LISA AZUELOS,LOVE IS IN THE AIR,"4 rue de l'essai, 75005 paris",75005,2018-04-10,2018-04-10,2.35850917,48.83937069,Feature,"[2.3585091709647985, 48.839370690501454]",Point,2.3585091709647985,48.839370690501454
2017-1459,2017,Long métrage,Plaire...,Christophe Honoré,LES FILMS PELLEAS Plaire...,"square barye, 75004 paris",75004,2017-07-18,2017-07-18,2.35973391,48.85017187,Feature,"[2.3597339124346854, 48.850171865832024]",Point,2.359733912434685,48.85017186583202
2020-20,2020,Série TV,Dix pour cent - Saison 4,Antoine GARCEAU - Marc FITOUSSI,Mon Voisin productions,"41 rue richer, 75009 paris",75009,2020-01-17,2020-01-17,2.34378232,48.87399001,Feature,"[2.343782321508683, 48.87399000810277]",Point,2.343782321508683,48.87399000810277
2016-153,2016,Série TV,LES 7 NAINS ET MOI,DAMIEN MARIC,METHOD FILMS,PLACE  DE L'OPERA,75009,2016-02-17,2016-02-17,2.332572,48.871045,Feature,"[2.332571999655995, 48.871044999748]",Point,2.332571999655995,48.871044999748
2018-1041,2018,Téléfilm,QUAND SORT LA RECLUSE,Josée DAYAN,PASSIONFILMS,"2 rue buffon, 75005 paris",75005,2018-09-04,2018-09-04,2.36393055,48.843288,Feature,"[2.36393054886426, 48.84328799833714]",Point,2.36393054886426,48.84328799833714
2021-901,2021,Série TV,DROLE,Farid BENTOUMI - Bryan MARCIANO,LES FILMS DU KIOSQUE,"place du général catroux, 75017 paris",75017,2021-06-28,2021-06-28,2.31039346,48.88261831,Feature,"[2.31039346118722, 48.88261831241982]",Point,2.31039346118722,48.88261831241982
2016-267,2016,Série TV,LA VIE DEVANT ELLES/SAISON 2,GABRIEL AGHION,CINETEVE,40  RUE  WASHINGTON,75008,2016-09-16,2016-09-16,2.304655,48.874173,Feature,"[2.3046550002715342, 48.87417300016593]",Point,2.3046550002715342,48.87417300016593
2016-1523,2016,Long métrage,LES FANTOMES D'ISMAEL,ARNAUD DESPLESCHIN,WHY NOT PRODUCTIONS,3  QUAI  AUX FLEURS,75004,2016-10-06,2016-10-06,2.35199,48.853182,Feature,"[2.3519900005285845, 48.85318200019091]",Point,2.3519900005285845,48.85318200019091
2021-395,2021,Long métrage,Les enfants des autres,Rebecca Zlotowski,Les Films Velvet,"2 rue gazan, 75014 paris",75014,2021-04-13,2021-04-13,2.33993447,48.82418656,Feature,"[2.339934469034647, 48.824186559939186]",Point,2.339934469034647,48.82418655993919
2019-329,2019,Série TV,PLATANE SAISON 3,ERIC JUDOR,4 MECS EN BASKETS,"2 rue turgot, 75009 paris",75009,2019-04-04,2019-04-04,2.34563865,48.87988847,Feature,"[2.345638651005027, 48.87988846874771]",Point,2.345638651005027,48.87988846874771
2022-233,2022,Long métrage,Murder Mystery 2,"Jeremy Garelick , JJ Perry",MYSTERY PRODUCTIONS,"28 rue martin bernard, 75013 paris",75013,2022-03-22,2022-03-23,652170.13,6858631.382,Feature,"[2.3485093241922894, 48.825966718224024]",Point,2.3485093241922894,48.82596671822402
2022-734,2022,Long métrage,La Graine,Eloïse Lang,Les Films du Cap,"11 rue mandar, 75002 paris",75002,2022-07-28,2022-07-30,651967.614,6863050.559,Feature,"[2.345251872361505, 48.86569326098971]",Point,2.345251872361505,48.86569326098971
2023-331,2023,Série TV,Furies,Laura Weaver,EMPREINTE DIGITALE PRODUCTION,"51 quai de grenelle, 75015 paris",75015,2023-03-28,2023-03-28,647484.428,6861433.292,Feature,"[2.2843428250616578, 48.850799549405735]",Point,2.2843428250616578,48.850799549405735
2023-781,2023,Série TV,LE COMTE DE MONTE-CRISTO,BILLE AUGUST,DEMD PRODUCTIONS,"62 rue saint-antoine, 75004 paris",75004,2023-08-04,2023-08-05,653310.878,6861784.887,Feature,"[2.363700646862244, 48.854409979351196]",Point,2.363700646862244,48.8544099793512
2023-1026,2023,Long métrage,Laura,Fanny Ovesen,Les Films d'Antoine,"21 rue brézin, 75014 paris",75014,2023-08-30,2023-08-30,650587.793,6859246.903,Feature,"[2.32688587102679, 48.8313828121251]",Point,2.32688587102679,48.8313828121251
2024-584,2024,Long métrage,LE ROI SOLEIL,Vincent Maël Cardona,SRAB FILMS,"30 rue saint-andré des arts, 75006 paris",75006,2024-01-08,2024-01-09,651725.256,6861681.615,Feature,"[2.342103820852453, 48.85336440322983]",Point,2.342103820852453,48.85336440322983
2024-861,2024,Long métrage,LA CACHE,LIONEL BAIER,LES FILMS DU POISSON,"1 rue du regard, 75006 paris",75006,2024-04-05,2024-04-13,650594.061,6861245.265,Feature,"[2.3267391492587532, 48.84935458863245]",Point,2.326739149258753,48.84935458863245
2020-1080,2020,Long métrage,STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,"rue buot, 75013 paris",75013,2020-12-22,2020-12-22,2.35006557,48.82657867,Feature,"[2.3500655715034946, 48.82657866735516]",Point,2.3500655715034946,48.82657866735516
2019-196,2019,Long métrage,DOCTEUR ?,Tristan SEGUELA,Unité de Production,"4 avenue van dyck, 75008 paris",75008,2019-02-26,2019-02-28,2.30607527,48.87823301,Feature,"[2.3060752668596285, 48.87823301095388]",Point,2.3060752668596285,48.87823301095388
2018-870,2018,Série TV,Osmosis,Julius Berg,CAPA SERIES,"9 avenue victoria, 75004 paris",75004,2018-07-25,2018-07-26,2.34942749,48.85710395,Feature,"[2.349427492270856, 48.857103951553036]",Point,2.349427492270856,48.85710395155304
2018-1270,2018,Long métrage,Mignonnes,Maïmouna Doucouré,Bien ou bien Productions,"rue robineau, 75020 paris",75020,2018-10-24,2018-10-24,2.39336744,48.86473253,Feature,"[2.3933674428886413, 48.86473253159227]",Point,2.3933674428886413,48.86473253159227
2016-426,2016,Série TV,ENGRENAGES/SAISON 6/N° 1 A 6,FREDERIC JARDIN,SON ET LUMIERE,3  QUAI  AUX FLEURS,75004,2016-06-15,2016-06-15,2.35199,48.853182,Feature,"[2.3519900005285845, 48.85318200019091]",Point,2.3519900005285845,48.85318200019091
2019-101,2019,Long métrage,Passion Simple,Danielle Arbid,LES FILMS PELLEAS,"51 boulevard saint-michel, 75005 paris",75005,2019-02-08,2019-02-08,2.34171312,48.84838125,Feature,"[2.3417131237721662, 48.84838124777422]",Point,2.3417131237721662,48.84838124777422
2019-787,2019,Long métrage,TOUT SIMPLEMENT NOIR,"John WAX, Jean-Pascal ZADI",GAUMONT CHEZ GAUMONT PRODUCTION,"place de la république, 75011 paris",75011,2019-07-10,2019-07-10,2.36479185,48.86635144,Feature,"[2.364791850060801, 48.866351441926426]",Point,2.364791850060801,48.866351441926426
2019-666,2019,Série TV,The Eddy,Damien Chazelle,atlantique productions,"61 boulevard vincent auriol, 75013 paris",75013,2019-05-28,2019-05-28,2.36884279,48.83497671,Feature,"[2.3688427880193204, 48.834976707144726]",Point,2.3688427880193204,48.834976707144726
2019-677,2019,Long métrage,Maoussi,Charlotte Schiøler,C.S. Productions,"64 rue de belleville, 75020 paris",75020,2019-06-17,2019-06-17,2.38302915,48.87340052,Feature,"[2.383029152149388, 48.873400521279756]",Point,2.383029152149388,48.87340052127976
2019-1239,2019,Long métrage,ARTHUR RAMBO,Laurent Cantet,LES FILMS DE PIERRE,"place léon blum, 75011 paris",75011,2019-09-27,2019-09-28,2.37989725,48.85857958,Feature,"[2.379897253949015, 48.85857958383593]",Point,2.379897253949015,48.85857958383593
2018-1485,2018,Long métrage,PLACE DES VICTOIRES,Yoann Guillouzouic,WHITE PANAMA FILMS,"rue poulet, 75018 paris",75018,2018-12-05,2018-12-05,2.34950474,48.88727221,Feature,"[2.349504743436105, 48.88727220420824]",Point,2.349504743436105,48.88727220420824
2021-1743,2021,Série TV,SOUS CONTROLE,ERWAN LE DUC,EX NIHILO,"81 rue raynouard, 75016 paris",75016,2021-12-02,2021-12-02,2.27678056,48.85314368,Feature,"[2.276780561559101, 48.853143683400816]",Point,2.276780561559101,48.853143683400816
2016-2277,2016,Long métrage,MON POUSSIN,FREDERIC FORESTIER,LES FILMS DU 24,RUE  LOBAU,75004,2016-03-16,2016-03-16,2.353258,48.856204,Feature,"[2.35325800039254, 48.856203999581254]",Point,2.35325800039254,48.85620399958125
2021-162,2021,Long métrage,les liaisons dangereuses,Rachel SUISSA,AUTOPILOT,"place du trocadéro et du onze novembre, 75116 paris",75116,2021-03-05,2021-03-05,2.28693167,48.86341512,Feature,"[2.286931666089251, 48.86341511691407]",Point,2.286931666089251,48.86341511691407
2016-2509,2016,Téléfilm,LA BETE CURIEUSE,LAURENT PERREAU,EX NIHILO,PORTE  DE CLICHY/SOUS LE PERIPHERIQUE,75017,2016-05-06,2016-05-06,2.312146,48.894847,Feature,"[2.3121460002790064, 48.89484699963611]",Point,2.3121460002790064,48.89484699963611
2021-1265,2021,Série TV,GAPCI 2,,ITALIAN INTERNATIONAL FILM SRL,"8 rue des saules, 75018 paris",75018,2021-08-26,2021-08-26,2.33983935,48.88762388,Feature,"[2.3398393536643334, 48.88762387562507]",Point,2.3398393536643334,48.88762387562507
2017-924,2017,Long métrage,Synonymes,Nadav Lapid,SBS FILMS,"92 avenue de saint-ouen, 75018 paris",75018,2017-11-10,2017-11-10,2.3277809,48.89350666,Feature,"[2.327780896255725, 48.89350666148017]",Point,2.327780896255725,48.89350666148017
2017-651,2017,Série TV,ALICE NEVERS,vincent giovanni,EGO PRoductions,"rue montmartre, 75002 paris",75002,2017-10-16,2017-10-16,2.34400747,48.86727599,Feature,"[2.3440074741548287, 48.86727599225641]",Point,2.3440074741548287,48.86727599225641
2018-84,2018,Série TV,LRDM - Patriot season 2,Steven Conrad,NW2018 (c/o Firstep),"rue saint-dominique, 75007 paris",75007,2018-01-22,2018-01-23,2.30884511,48.85982771,Feature,"[2.3088451101374816, 48.85982770962538]",Point,2.3088451101374816,48.85982770962538
2017-398,2017,Série TV,Ton ancien toi,Jeffrey Chiang,Paris 818 Média,"228 rue de rivoli, 75001 paris",75001,2017-08-24,2017-08-25,2.3281011,48.86519362,Feature,"[2.328101101183749, 48.865193617058395]",Point,2.328101101183749,48.8651936170584
2017-480,2017,Long métrage,VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,"rue saint-blaise, 75020 paris",75020,2017-10-20,2017-10-20,2.4058872,48.85888206,Feature,"[2.405887202028543, 48.858882062477875]",Point,2.405887202028543,48.85888206247788
2018-439,2018,Série TV,Vernon Subutex,,TETRA MEDIA FICTION,"4 rue de belleville, 75020 paris",75020,2018-04-05,2018-04-05,2.37752565,48.87214004,Feature,"[2.3775256475107964, 48.87214003755656]",Point,2.3775256475107964,48.87214003755656
2017-244,2017,Téléfilm,JE NE SUIS PAS UN HOMME FACILE,ELEONORE POURRIAT,FILM INVADERS,"8 rue de phalsbourg, 75017 paris",75017,2017-03-30,2017-03-30,2.30914002,48.88163724,Feature,"[2.3091400158760056, 48.88163724162799]",Point,2.3091400158760056,48.88163724162799
2017-963,2017,Série TV,"alice nevers episodes 96,97 saison 15",SIMON ASTIER,EGO PRoductions,"101 avenue de la république, 75011 paris",75011,2017-11-24,2017-11-25,2.38452546,48.86352557,Feature,"[2.3845254569356134, 48.863525572289994]",Point,2.3845254569356134,48.86352557229
2017-70,2017,Série TV,Maggie e Bianca Fashion Friends Episode DE PARIS AVEC AMOUR,Yuri Rossi,Rainbow S.r.l.,"rue des hospitalières saint-gervais, 75004 paris",75004,2017-03-13,2017-03-13,2.3587929,48.85789841,Feature,"[2.3587929037176054, 48.85789840818471]",Point,2.3587929037176054,48.85789840818471
2017-328,2017,Série TV,CHRONIQUES PARISIENNES 16,ZABOU BREITMAN,LES FILMS DU KIOSQUE,"9 rue marguerite duras, 75013 paris",75013,2017-04-18,2017-04-18,2.38047794,48.82924727,Feature,"[2.3804779415887785, 48.82924726941118]",Point,2.3804779415887785,48.82924726941118
2017-1448,2017,Série TV,Nox,Mabrouk El Mechri,Gaumont Télévision c/o Gaumont Production Télévision,"9 rue cail, 75010 paris",75010,2017-07-10,2017-07-10,2.36081576,48.88264935,Feature,"[2.3608157557676566, 48.88264935164376]",Point,2.360815755767657,48.88264935164376
2016-361,2016,Long métrage,BEFIKRE,ADITYA CHOPRA,FIRSTEP,AVENUE  DES CHAMPS ELYSEES,75008,2016-04-22,2016-04-22,2.303634,48.871088,Feature,"[2.303633999512172, 48.871088000081656]",Point,2.303633999512172,48.871088000081656
2020-314,2020,Long métrage,Un Monde Réel (ex - Une fille en or),Antoinette Boulat,MACASSAR PRODUCTIONS,"11 rue dupetit-thouars, 75003 paris",75003,2020-07-30,2020-07-30,2.36204624,48.86510713,Feature,"[2.3620462438511476, 48.86510713117144]",Point,2.362046243851148,48.86510713117144
2021-550,2021,Série TV,Le monde de demain,Katell Quillevere et Helier Cisterne,Les films du belier,"55 quai de bourbon, 75004 paris",75004,2021-05-07,2021-05-08,2.35332815,48.85308506,Feature,"[2.353328154092317, 48.853085060414806]",Point,2.353328154092317,48.853085060414806
2016-1179,2016,Long métrage,VIVE LA CRISE,JEAN FRANCOIS DAVY,LES FILMS MONTAIGNE,CIMETIERE*  DE THIAIS,94320,2016-06-09,2016-06-09,2.369363,48.764193,Feature,"[2.369362999320217, 48.76419300019301]",Point,2.369362999320217,48.76419300019301
2021-649,2021,Long métrage,UNE BELLE COURSE,CHRISTIAN CARION,UNE HIRONDELLE PRODUCTIONS,"152 avenue des champs elysées, 75008 paris",75008,2021-05-19,2021-05-19,2.29781049,48.8732595,Feature,"[2.297810491301307, 48.873259496960124]",Point,2.297810491301307,48.87325949696013
2021-652,2021,Long métrage,NOTRE DAME BRULE,Jean-Jacques ANNAUD,PATHE PRODEXE,"place de l'alma, 75008 paris",75008,2021-05-25,2021-05-25,2.30186382,48.86446292,Feature,"[2.3018638188827367, 48.86446292302732]",Point,2.3018638188827367,48.86446292302732
2016-1851,2016,Long métrage,BEFIKRE,ADITYA CHOPRA,FIRSTEP,PONT  DE LA CONCORDE,75008,2016-02-26,2016-02-26,2.321877,48.867065,Feature,"[2.321876999360348, 48.867065000409745]",Point,2.321876999360348,48.86706500040975
2016-1504,2016,Série TV,LE BUREAU DES LEGENDES/SAISON 2 N°1 A 8,ERIC ROCHANT,THE OLIGARCHS PRODUCTIONS,PLACE  HENRI BERGSON,75008,2016-01-18,2016-01-18,2.320483,48.876236,Feature,"[2.3204830002862264, 48.876235999672325]",Point,2.3204830002862264,48.876235999672325
2020-238,2020,Série TV,Je Te Promets,Renaud Bertrand,Authentic Prod,"34 rue dareau, 75014 paris",75014,2020-06-26,2020-06-28,2.33617627,48.83078401,Feature,"[2.3361762690895844, 48.8307840050671]",Point,2.3361762690895844,48.8307840050671
