id_lieu,annee_tournage,type_tournage,nom_tournage,nom_realisateur,nom_producteur,adresse_lieu,ardt_lieu,date_debut,date_fin,coord_x,coord_y,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_point_2d.lon,geo_point_2d.lat
2017-1727,2017,Long métrage,DES LUNETTES NOIRES,Claire Denis,Curiosa Films,"rue de la chine, 75020 paris",75020,2017-02-10,2017-02-11,2.398851,48.86747808,Feature,"[2.398851003401178, 48.86747807570435]",Point,2.398851003401178,48.86747807570435
2017-1619,2017,Série TV,Sans mensonges,Francis Magnin,Art 2 Voir,"avenue dorian, 75012 paris",75012,2017-08-01,2017-08-02,2.39367006,48.84714557,Feature,"[2.3936700622429794, 48.84714557125298]",Point,2.3936700622429794,48.84714557125298
2018-74,2018,Série TV,LE LEGISTE,FREDERIC BERTHE,BEAUBOURG STORIES,"5 rue santerre, 75012 paris",75012,2018-01-22,2018-01-22,2.39806953,48.84284799,Feature,"[2.398069532541694, 48.84284798910467]",Point,2.398069532541694,48.84284798910467
2018-100,2018,Série TV,Il était une seconde fois,Guillaume Nicloux,Unité de Production,"place de thorigny, 75003 paris",75003,2018-02-09,2018-02-09,2.36218516,48.85897614,Feature,"[2.3621851579064543, 48.85897614068611]",Point,2.3621851579064543,48.85897614068611
2017-593,2017,Long métrage,voyez comme on danse,michel Blanc,les films du 24,"4 rue léon frapié, 75020 paris",75020,2017-09-29,2017-09-29,2.41076119,48.87339601,Feature,"[2.4107611870365226, 48.87339601017433]",Point,2.410761187036522,48.87339601017433
2017-200,2017,Téléfilm,Si Paris n'était pas joyeux,ZHANG BO LI,Comme une image,"place de l'hotel de ville-esplanade de la libération, 75004 paris",75004,2017-03-21,2017-03-21,2.35074082,48.85619429,Feature,"[2.3507408215230643, 48.85619428585332]",Point,2.3507408215230643,48.85619428585332
2017-986,2017,Série TV,LRDM - Patriot season 2,Steven Conrad,NW2018 (c/o Firstep),"rue guynemer, 75006 paris",75006,2017-11-20,2017-11-22,2.33236348,48.84541866,Feature,"[2.332363475250485, 48.845418657738705]",Point,2.332363475250485,48.84541865773871
2017-1408,2017,Série TV,POTOMAC mulot floquet Mare et champ de mars,Dan Sackheim,FROGGIE PRODUCTION,"rue de la mare, 75020 paris",75020,2017-06-28,2017-06-29,2.38976889,48.87095377,Feature,"[2.3897688921988487, 48.87095376801131]",Point,2.3897688921988487,48.87095376801131
2017-50,2017,Long métrage,SIMON ET THÉODORE,MIKAEL BUCH,MONA FILMS,"rue pierre haret, 75009 paris",75009,2017-03-17,2017-03-18,2.33038038,48.88366599,Feature,"[2.3303803750177186, 48.88366599349136]",Point,2.3303803750177186,48.88366599349136
2017-1495,2017,Long métrage,À jamais fidèle,cheyenne carron,Hesiode Productions,"11 rue planchat, 75020 paris",75020,2017-08-23,2017-08-23,2.39891705,48.85246462,Feature,"[2.3989170507386497, 48.85246462002928]",Point,2.3989170507386497,48.85246462002928
2017-505,2017,Long métrage,le Proverbe,Daniel Auteuil,Curiosa,"175 boulevard saint-germain, 75006 paris",75006,2017-09-14,2017-09-15,2.33052472,48.85425649,Feature,"[2.330524715978466, 48.854256488927824]",Point,2.330524715978466,48.854256488927824
2016-1915,2016,Long métrage,IRIS/EX CHAOS,JALIL LESPERT,WY PRODUCTIONS,SQUARE  DE LA PLACE DAUPHINE,75001,2016-02-18,2016-02-18,2.342303,48.856822,Feature,"[2.3423030000132297, 48.85682199991361]",Point,2.3423030000132297,48.85682199991361
2016-1594,2016,Long métrage,DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,F COMME FILM,ESCALIER  RUE DU ROCHER,75008,2016-04-14,2016-04-14,2.319739,48.87842,Feature,"[2.3197390003625378, 48.87841999966901]",Point,2.3197390003625378,48.87841999966901
2016-1616,2016,Long métrage,BRAS OUVERTS,P. DE CHAUVERON,PULSAR PRODUCTIONS,PORTE  DES LILAS/METRO,75020,2016-07-21,2016-07-22,2.40813,48.877527,Feature,"[2.408130000258322, 48.87752700002663]",Point,2.408130000258322,48.87752700002663
2021-545,2021,Série TV,Emily in Paris,Darren Star,EIP PRODUCTIONS,"48 passage choiseul, 75002 paris",75002,2021-05-13,2021-05-13,2.33556923,48.86800303,Feature,"[2.3355692273845308, 48.868003025302706]",Point,2.3355692273845308,48.86800302530271
2021-552,2021,Série TV,SYNDROME E,Laure DE BUTLER,ESCAZAL FILMS,"3 rue casimir périer, 75007 paris",75007,2021-05-11,2021-05-11,2.32011452,48.85887503,Feature,"[2.320114516012917, 48.85887502684589]",Point,2.320114516012917,48.85887502684589
2016-1339,2016,Long métrage,MARIAGE BLANC,TAREK BOUDALI,AXEL FILMS,11  RUE  DES TAILLANDIERS,75011,2016-08-10,2016-08-11,2.375256,48.854104,Feature,"[2.3752559996645535, 48.85410399982439]",Point,2.375255999664553,48.85410399982439
2020-204,2020,Série TV,FAMILY BUSINESS S2,IGOR GOTESMAN,SAS LES FILMS DU KIOSQUE,"avenue courteline, 75012 paris",75012,2020-05-19,2020-05-19,2.41321629,48.84401003,Feature,"[2.4132162859802624, 48.84401002529942]",Point,2.4132162859802624,48.84401002529942
2021-848,2021,Série TV,"NOTRE-DAME, LA PART DU FEU",HERVÉ HADMAR,CHEYENNE FEDERATION,"43 avenue george v, 75008 paris",75008,2021-06-30,2021-07-02,2.30067628,48.87040623,Feature,"[2.3006762764228803, 48.87040622497257]",Point,2.3006762764228803,48.87040622497257
2021-349,2021,Téléfilm,Haters,Romuald Boulanger,R-lines Productions,"7 rue saint-martin, 75004 paris",75004,2021-04-15,2021-04-15,2.34983153,48.85864251,Feature,"[2.3498315285523024, 48.85864250771157]",Point,2.3498315285523024,48.85864250771157
2021-352,2021,Série TV,VTC,Julien Bittner,BRIDGES,"quai d'orsay, 75007 paris",75007,2021-04-07,2021-04-09,2.30995863,48.86256834,Feature,"[2.3099586296857337, 48.86256833510383]",Point,2.3099586296857337,48.86256833510383
2016-213,2016,Long métrage,LE BRIO,YVAN ATTAL,CHAPTER 2,12  PLACE  DU PANTHEON,75005,2016-11-10,2016-11-10,2.344876,48.846802,Feature,"[2.3448759993970296, 48.846801999659604]",Point,2.3448759993970296,48.8468019996596
2020-127,2020,Long métrage,Envole Moi,Christophe Barratier,Chapter 2,"promenade roland lesaffre, 75018 paris",75018,2020-02-26,2020-02-26,2.33220093,48.88393746,Feature,"[2.3322009293692165, 48.8839374624237]",Point,2.3322009293692165,48.8839374624237
2016-1543,2016,Long métrage,LOUE MOI,VIRGINE SCSWARTZ,MY FAMILY,11 BIS  RUE  DU PERCHE,75003,2016-11-07,2016-11-07,2.360985,48.860983,Feature,"[2.360985000026247, 48.86098300044692]",Point,2.360985000026247,48.86098300044692
2021-385,2021,Long métrage,UNE BELLE COURSE,CHRISTIAN CARION,UNE HIRONDELLE PRODUCTIONS,"129 avenue ledru-rollin, 75011 paris",75011,2021-04-08,2021-04-08,2.37780508,48.85447791,Feature,"[2.377805077270544, 48.85447790976302]",Point,2.377805077270544,48.85447790976302
2021-779,2021,Long métrage,NENEH SUPERSTAR,RAMZI BEN SLIMAN,GAUMONT,"16 avenue de la bourdonnais, 75007 paris",75007,2021-06-09,2021-06-11,2.29677875,48.85963522,Feature,"[2.296778753671814, 48.85963521619476]",Point,2.296778753671814,48.85963521619476
2022-273,2022,Téléfilm,BALTHAZAR 33 à 35,FRANCK BRETT,BEAUBOURG STORIES,"10 rue des alouettes, 75019 paris",75019,2022-04-07,2022-04-07,654931.87,6864328.142,Feature,"[2.385521592849764, 48.877396550030355]",Point,2.385521592849764,48.87739655003036
2023-337,2023,Téléfilm,A LA JOIE,Jérôme Bonnell,Stromboli Films,"18 cour des petites ecuries, 75010 paris",75010,2023-04-04,2023-04-04,652453.208,6863836.013,Feature,"[2.3517830018083266, 48.8727927216355]",Point,2.3517830018083266,48.8727927216355
2023-521,2023,Série TV,DANS L'OMBRE,PIERRE SCHOELLER et GUILLAUME SENEZ,DEUXIEME LIGNE FILMS,"rue hassard, 75019 paris",75019,2023-05-08,2023-05-10,654851.692,6864541.112,Feature,"[2.384405818433234, 48.87930612187028]",Point,2.384405818433234,48.87930612187028
2023-566,2023,Série TV,BLUE MONKEYS,ALBERT PINTÓ,NOODLES PRODUCTION,"pantheon université, 75005 paris",75005,2023-05-28,2023-05-29,651920.0,6860948.0,Feature,"[2.3448406532058543, 48.84678160108601]",Point,2.3448406532058543,48.84678160108601
2023-571,2023,Série TV,DANS L'OMBRE,PIERRE SCHOELLER et GUILLAUME SENEZ,DEUXIEME LIGNE FILMS,"31 avenue de saint-mandé, 75012 paris",75012,2023-05-15,2023-05-15,655981.069,6860754.792,Feature,"[2.400196346840182, 48.845334304461254]",Point,2.400196346840182,48.84533430446125
2023-641,2023,Série TV,LES SENTINELLES,Edouard Salier,Federation Studio France,"canal st-martin poste 9ème écluse, 75004 paris",75004,2023-06-15,2023-06-16,653449.834,6860984.674,Feature,"[2.3656819220494953, 48.8472237464063]",Point,2.365681922049496,48.8472237464063
2024-38,2024,Long métrage,Bastion 36,Olivier Marchal,GAUMONT PRODUCTION,"188 boulevard saint-germain, 75007 paris",75007,2024-05-20,2024-05-20,650864.482,6861831.495,Feature,"[2.3303562863760177, 48.85464718856004]",Point,2.3303562863760177,48.85464718856004
2024-437,2024,Long métrage,L'inconnu de la Grande Arche,Stéphane Demoustier,EX-NIHILO,"passage de richelieu, 75001 paris",75001,2024-10-22,2024-10-22,651313.501,6862947.162,Feature,"[2.3363476664469376, 48.86471432138322]",Point,2.3363476664469376,48.86471432138322
2020-269,2020,Série TV,Je Te Promets,Renaud Bertrand,Authentic Prod,"1 place charles dullin, 75018 paris",75018,2020-07-02,2020-07-02,2.34247348,48.88337997,Feature,"[2.3424734760864694, 48.8833799681319]",Point,2.3424734760864694,48.8833799681319
2021-1007,2021,Téléfilm,MEMOIRE TROUBLE,DENIS MALLEVAL,FRANCE TV STUDIO,"10 boulevard du palais, 75001 paris",75001,2021-07-28,2021-07-28,2.3449402,48.85464967,Feature,"[2.344940199015132, 48.85464967282896]",Point,2.344940199015132,48.85464967282896
2022-472,2022,Série TV,Lupin saison 2 - Bloc 3,Xavier GENS,GAUMONT PRODUCTION TELEVISION,"12 rue de mogador, 75009 paris",75009,2022-05-31,2022-06-02,650960.116,6863984.339,Feature,"[2.3314111512929934, 48.874014622323834]",Point,2.3314111512929934,48.87401462232384
2022-736,2022,Long métrage,La Graine,Eloïse Lang,Les Films du Cap,"11 rue mandar, 75002 paris",75002,2022-07-28,2022-07-30,651967.614,6863050.559,Feature,"[2.345251872361505, 48.86569326098971]",Point,2.345251872361505,48.86569326098971
2022-997,2022,Long métrage,"MY DAUGHTER, MY LOVE",,FIRSTEP,"36b rue de montreuil, 75011 paris",75011,2022-09-13,2022-09-14,654995.685,6861324.04,Feature,"[2.386709757261991, 48.850385488786024]",Point,2.386709757261991,48.85038548878602
2022-1044,2022,Long métrage,SALLI,Chien Hung LIEN,GHOSTS CITY FILMS,"place charles de gaulle, 75017 paris",75017,2022-09-30,2022-09-30,648249.2915,6864047.5234,Feature,"[2.2944471456769477, 48.87437070089139]",Point,2.294447145676948,48.87437070089139
2022-1159,2022,Série TV,ELECTRIC S2,Euros Lyn,FROGGIE PRODUCTION,"37 rue de la bûcherie, 75005 paris",75005,2022-10-07,2022-10-07,652091.658,6861592.308,Feature,"[2.3471070424846006, 48.852588621363175]",Point,2.347107042484601,48.852588621363175
2022-1394,2022,Série TV,ICON OF FRENCH CINEMA,JUDITH GODRECHE,CPB FILMS,"place dauphine, 75001 paris",75001,2022-11-29,2022-11-29,651719.5089,6862066.6175,Feature,"[2.34198177923811, 48.856826265018235]",Point,2.34198177923811,48.85682626501824
2022-1497,2022,Téléfilm,Le Pseudo,Gilles Paquet Brenner,Beaubourg Stories 2,"20 rue de l'hôtel de ville, 75004 paris",75004,2022-12-21,2022-12-21,652820.319,6861740.853,Feature,"[2.357020279211014, 48.85397824763283]",Point,2.357020279211014,48.85397824763283
2023-4,2023,Série TV,SSX,,BANIJAY STUDIO FRANCE,"1 rue du jourdain, 75020 paris",75020,2023-01-12,2023-01-12,655211.67,6863939.766,Feature,"[2.389377302715074, 48.87392348836606]",Point,2.389377302715074,48.87392348836606
2023-91,2023,Téléfilm,ADIEU VINYLE,Josée Dayan,MON VOISIN PRODUCTIONS,"151 rue de grenelle, 75007 paris",75007,2023-01-23,2023-01-23,649189.248,6862202.813,Feature,"[2.3074821200616205, 48.857856459834]",Point,2.3074821200616205,48.857856459834
2023-422,2023,Long métrage,SHARKS IN PARIS,Xavier Gens,FULL PLAYERS,"6 port de grenelle, 75015 paris",75015,2023-05-02,2023-05-04,647577.535,6861670.507,Feature,"[2.2855823267392705, 48.85294037739905]",Point,2.2855823267392705,48.85294037739905
2023-720,2023,Long métrage,L'amour c'est surcoté,Mourad Winter,Iconoclast Films,"77 rue dunois, 75013 paris",75013,2023-06-27,2023-06-28,653442.806,6859436.704,Feature,"[2.365755582813853, 48.833302265862045]",Point,2.365755582813853,48.833302265862045
2023-1017,2023,Long métrage,Marcello // Mon Beau Miroir,Christophe Honoré,Les Films Pelleas,"7 rue des trois frères, 75018 paris",75018,2023-09-06,2023-09-09,651703.666,6865074.65,Feature,"[2.341423945698765, 48.883875666108814]",Point,2.341423945698765,48.883875666108814
2024-116,2024,Long métrage,Projet D. Love Story,Luc Besson,LB Production,"3 rue de choiseul, 75002 paris",75002,2024-05-28,2024-05-28,651282.266,6863442.477,Feature,"[2.335865132268751, 48.86916623201458]",Point,2.335865132268751,48.86916623201458
2024-364,2024,Long métrage,VIE PRIVÉE,Rebecca ZLOTOWSKI,LES FILMS VELVET,"34 rue dareau, 75014 paris",75014,2024-10-16,2024-10-16,651269.21,6859174.549,Feature,"[2.3361762690895844, 48.8307840050671]",Point,2.3361762690895844,48.8307840050671
2024-605,2024,Long métrage,Héro(s),Élie CHOURAQUI,Alexandra Fechner Productions,"pont saint-michel, 75001 paris",75001,2024-01-19,2024-01-20,651908.563,6861756.318,Feature,"[2.3445933939732706, 48.85404991038784]",Point,2.3445933939732706,48.85404991038784
2019-229,2019,Long métrage,UN VOYAGE EN HIVER,Claus DREXLER,MANEKI FILMS,"92 rue saint-denis, 75001 paris",75001,2019-03-09,2019-03-09,2.34970704,48.86277218,Feature,"[2.3497070377596736, 48.862772177223256]",Point,2.3497070377596736,48.862772177223256
2016-2610,2016,Long métrage,MARIAGE BLANC,TAREK BOUDALI,AXEL FILMS,TERRE PLEIN  ANGLE AV ST MAURICE ET AV DAUMESNIL,75012,2016-09-15,2016-09-15,2.419124,48.828341,Feature,"[2.419123999745884, 48.828341000359735]",Point,2.419123999745884,48.828341000359735
2018-808,2018,Série TV,KILLING EVE,Damon Thomas,GEM FILMS,"avenue de lowendal, 75007 paris",75007,2018-07-17,2018-07-17,2.30667463,48.85140537,Feature,"[2.3066746331361747, 48.85140537175072]",Point,2.3066746331361747,48.85140537175072
2019-521,2019,Série TV,The Eddy,Damien Chazelle,atlantique productions,"37 boulevard jourdan, 75014 paris",75014,2019-05-22,2019-05-22,2.33533594,48.82086368,Feature,"[2.335335944352905, 48.82086368244478]",Point,2.335335944352905,48.82086368244478
2020-831,2020,Série TV,Validé Saison 2,Franck Gastambide / David Diane,Mandarin Télévision - Validé saison 2,"22 rue de paradis, 75010 paris",75010,2020-11-10,2020-11-11,2.35332711,48.87488167,Feature,"[2.353327106171648, 48.87488167177306]",Point,2.353327106171648,48.87488167177306
2021-1227,2021,Série TV,GAPCI 2,,ITALIAN INTERNATIONAL FILM SRL,"coulee verte rene dumont-mail de reuilly-allee vivaldi, 75012 paris",75012,2021-08-25,2021-08-25,2.39110277,48.84150239,Feature,"[2.391102771122786, 48.84150239247292]",Point,2.391102771122786,48.84150239247292
2017-687,2017,Long métrage,Premières Vacances,Patrick Cassir,The Film,"34 rue de la verrerie, 75004 paris",75004,2017-10-18,2017-10-19,2.35386346,48.85772021,Feature,"[2.3538634578901036, 48.85772020856121]",Point,2.353863457890104,48.85772020856121
2018-163,2018,Long métrage,Versus,François Valla,PLAYGROUND FILMS,"3 rue des frigos, 75013 paris",75013,2018-02-22,2018-02-23,2.38025843,48.83033962,Feature,"[2.3802584308100743, 48.83033962239866]",Point,2.3802584308100743,48.83033962239866
2018-521,2018,Téléfilm,Tu vivras ma fille,Gabriel Aghion,GMT PRODUCTIONS,"1 avenue du colonel bonnet, 75016 paris",75016,2018-04-24,2018-04-24,2.27898051,48.85478202,Feature,"[2.278980512116166, 48.85478201489986]",Point,2.278980512116166,48.85478201489986
2018-664,2018,Série TV,Vernon Subutex,Cathy Verne,TETRA MEDIA FICTION,"avenue darcel, 75019 paris",75019,2018-05-21,2018-05-22,2.37879035,48.87810008,Feature,"[2.378790347155991, 48.87810007976913]",Point,2.378790347155991,48.87810007976913
2017-895,2017,Long métrage,LES VIEUX FOURNEAUX,CHRISTOPHE DUTHURON,RADAR FILMS,"41 rue bayen, 75017 paris",75017,2017-11-07,2017-11-07,2.2928535,48.88109861,Feature,"[2.292853499634218, 48.88109860760097]",Point,2.292853499634218,48.88109860760097
2019-1741,2019,Série TV,Arsène Lupin,Louis LETERRIER,Gaumont production télévision,"allée de la comtesse de ségur, 75008 paris",75008,2019-12-13,2019-12-13,2.30870747,48.8794163,Feature,"[2.3087074714154974, 48.8794162989825]",Point,2.3087074714154974,48.8794162989825
2020-547,2020,Série TV,YOUR HONOR,JULIUS BERG,FEDERATION ENTERTAINMENT,"32 boulevard saint-jacques, 75014 paris",75014,2020-09-24,2020-09-26,2.33840193,48.8328974,Feature,"[2.3384019282258377, 48.83289739752545]",Point,2.3384019282258377,48.83289739752545
2016-1747,2016,Long métrage,BEFIKRE,ADITYA CHOPRA,FIRSTEP,5/11  RUE  DE CONSTANTINE,75007,2016-04-27,2016-04-27,2.31499,48.860074,Feature,"[2.314990000040448, 48.86007400022893]",Point,2.314990000040448,48.86007400022893
2016-1749,2016,Long métrage,BEFIKRE,ADITYA CHOPRA,FIRSTEP,65  RUE  MOUFFETARD,75005,2016-05-31,2016-05-31,2.349811,48.842472,Feature,"[2.3498109994876124, 48.842471999988334]",Point,2.3498109994876124,48.842471999988334
2021-302,2021,Téléfilm,LE SQUAT,Emmanuel Rigaut,JLA Productions,"rue rené boulanger, 75010 paris",75010,2021-03-26,2021-03-26,2.3579359,48.86918193,Feature,"[2.357935898885513, 48.86918193283571]",Point,2.357935898885513,48.86918193283571
2016-222,2016,Long métrage,BEFIKRE,ADITYA CHOPRA,FIRSTEP,PLACE  DE L'ESTRAPADE,75005,2016-05-31,2016-05-31,2.345069,48.845058,Feature,"[2.3450689994543046, 48.8450580002614]",Point,2.3450689994543046,48.8450580002614
2016-1874,2016,Long métrage,LA NIAQUE,CHAD CHENOUGA,TS PRODUCTIONS,RUE  DU CYGNE,75001,2016-04-25,2016-04-25,2.349075,48.863212,Feature,"[2.3490749993778555, 48.863212000217175]",Point,2.3490749993778555,48.863212000217175
2021-480,2021,Long métrage,NOTRE DAME BRULE,Jean-Jacques ANNAUD,PATHE PRODEXE,"parvis notre-dame place jean-paul ii, 75004 paris",75004,2021-04-16,2021-04-16,2.34742343,48.85356537,Feature,"[2.3474234285849933, 48.85356536449259]",Point,2.3474234285849933,48.85356536449259
2022-546,2022,Série TV,CAPUCINE,LOUIS DELVA,VEMA PRODUCTION,"rue cyrano de bergerac, 75018 paris",75018,2022-06-14,2022-06-15,651768.4499,6865895.3553,Feature,"[2.3422140826931384, 48.8912608331747]",Point,2.3422140826931384,48.8912608331747
2022-682,2022,Long métrage,UNE ANNEE DIFFICILE,ERIC TOLEDANO ET OLIVIER NAKACHE,ADNP QUAD FILMS,"avenue gustave v de suède, 75116 paris",75116,2022-07-25,2022-07-25,647994.9945,6862548.5115,Feature,"[2.2911637823206816, 48.86086996667139]",Point,2.2911637823206816,48.86086996667139
2022-803,2022,Série TV,EMILY IN PARIS SAISON 3,"ANDREW FLEMING, ERIN EHRLICH, PETER LAUER, KATINA MEDINA MORA",EIP S3,"25 rue charles v, 75004 paris",75004,2022-08-01,2022-08-01,653168.004,6861668.544,Feature,"[2.3617663989688236, 48.85335334428513]",Point,2.361766398968824,48.85335334428513
2022-1246,2022,Série TV,TIKKOUN,Xavier Giannoli,CURIOSA FILMS,"10 rue richer, 75009 paris",75009,2022-10-21,2022-10-21,652103.887,6863982.402,Feature,"[2.34700433591506, 48.87408328015787]",Point,2.34700433591506,48.87408328015787
2022-1291,2022,Série TV,Citoyens clandestins,Laetitia MASSON,Scarlett Production,"145 rue d'aubervilliers, 75018 paris",75018,2022-10-26,2022-10-26,653797.708,6866175.935,Feature,"[2.3698575373500455, 48.8939328032312]",Point,2.369857537350045,48.8939328032312
2022-1333,2022,Série TV,Raise the dead,Daniel Percival,PILGRIM PRODUCTIONS,"10 rue eugène labiche, 75116 paris",75116,2022-11-15,2022-11-15,646509.186,6862749.749,Feature,"[2.270887792927378, 48.86255799021506]",Point,2.270887792927378,48.86255799021506
2022-1365,2022,Téléfilm,A Paris Proposal,,Omen Universe SASU,"cité de trévise, 75009 paris",75009,2022-11-15,2022-11-15,652083.2111,6864080.9344,Feature,"[2.346711348336743, 48.874967819971786]",Point,2.346711348336743,48.874967819971786
2022-1383,2022,Série TV,ICON OF FRENCH CINEMA,JUDITH GODRECHE,CPB FILMS,"18 rue paul bert, 75011 paris",75011,2022-11-28,2022-11-28,654863.034,6861529.5,Feature,"[2.384880335957893, 48.85222390711184]",Point,2.384880335957893,48.85222390711184
2023-721,2023,Long métrage,Monsieur Aznavour,Fabien Marsaud et Mehdi Idir,Mandarin et Compagnie,"2 impasse saint-eustache, 75001 paris",75001,2023-07-03,2023-07-03,651981.197,6862831.284,Feature,"[2.3454617951678345, 48.86372236998206]",Point,2.3454617951678345,48.86372236998206
