annee_passage,date_passage,adresse,complement_d_adresse,code_postal,protection,voeu,resolution,siecle_de_construction,date_de_construction,designation,architecte,type_de_travaux_1,type_de_travaux_2,intervention,url_document_de_seance,doc_seance,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_point_2d.lon,geo_point_2d.lat
1973,1973-03-05,32 rue Saint Guillaume,,75007,['Plan de sauvegarde et de mise en valeur'],Voeu en faveur du classement de cet hôtel ISMH,Vœu,,,,,Protection,,,Non disponible,Non disponible,Feature,"[2.3281304001163186, 48.8540964450599]",Point,2.3281304001163186,48.8540964450599
1979,1979-01-15,19 rue Tournefort,19-19b-19t rue Tournefort,75005,['Protection Ville de Paris'],,,,,,,,,,Non disponible,Non disponible,Feature,"[2.3481875729172326, 48.84351598356302]",Point,2.3481875729172326,48.84351598356302
1979,1979-03-06,3 avenue Octave Gréard,,75007,['Protection Ville de Paris'],,,XX,,Ancienne annexe de Ministère de la Marine,René Patouillard-Demoriane,,,,Non disponible,Non disponible,Feature,"[2.2934432142365933, 48.85636162755918]",Point,2.2934432142365933,48.85636162755918
1977,,29 rue de la Ferronnerie,,75001,['Inscrit Monument historique'],"Michel Fleury, lecture d'une lettre relative aux menaces qui pèsent sur l'immeuble 29 rue de la ferronnerie. Vœu en faveur de l'inscription à l'ISMH",Vœu,,,,,Protection,,,Non disponible,Non disponible,Feature,"[2.3468697202580713, 48.860230299435614]",Point,2.3468697202580713,48.860230299435614
1967,1967-04-10,33 rue Bourg-Tibourg,,75004,['Plan de sauvegarde et de mise en valeur'],Voeu en faveur de la conservation du portail du n° 33 et de son incorporation dans les nouvelles constructions,Vœu,,,,,Démolition partielle,,,Non disponible,Non disponible,Feature,"[2.356396092724204, 48.85772086577788]",Point,2.356396092724204,48.85772086577788
1967,1967-07-03,81 rue de la Verrerie,81-83 rue de la Verrerie,75004,['Aucune'],Voeu relatif à la conservation de l’immeuble qui fait l’objet d’un arrêté de péril,Vœu,,,,,Démolition totale,,,Non disponible,Non disponible,Feature,"[2.3513856522421985, 48.85849235460241]",Point,2.3513856522421985,48.85849235460241
1979,1979-05-07,180 rue de la Roquette,180-196 rue de la Roquette / 44-48 rue de la Folie Regnault,75011,['Aucune'],,,XVIII,,,,,,,Non disponible,Non disponible,Feature,"[2.387061108841452, 48.85929111472595]",Point,2.387061108841452,48.85929111472595
1971,1971-12-06,71 avenue Denfert-Rochereau,,75014,['Aucune'],Voeu en faveur de l'inscription pami les Monuments historiques du regard n°xxvii des eaux d'Arcueil,Vœu,XVI,,,,Protection,,,Non disponible,Non disponible,Feature,"[2.335055581424991, 48.83679330385]",Point,2.335055581424991,48.83679330385
1979,1979-10-08,26 avenue de l'Observatoire,,75014,['Aucune'],,,XIX,,,,,,,Non disponible,Non disponible,Feature,"[2.3363764169623606, 48.839239501248976]",Point,2.3363764169623606,48.839239501248976
1991,1991-11-04,24 rue Joubert,,75009,['Aucune'],Voeu en faveur de la conservation de la façade sur rue,Vœu,,,,,Façade,,,Non disponible,Non disponible,Feature,"[2.3296854437659853, 48.8747239359355]",Point,2.3296854437659853,48.8747239359355
1990,1990-07-02,92 rue Montmartre,92-96 rue Montmartre,75002,['Protection Ville de Paris'],Renouvellement de la protestation indignée contre le projet de destruction d'immeubles de structure ancienne en harmonie avec le reste de la rue. Il convient d'en conserver les façades en les restaurant convenablement même si leur état n'est pas parfait. La construction d'un immeuble moderne dans cette partie de la rue constituerait un précédent,Vœu,XVII,,,,Démolition totale,,,Non disponible,Non disponible,Feature,"[2.344235349651648, 48.86702381143644]",Point,2.344235349651648,48.86702381143644
1993,1993-11-08,63 rue de Lancry,,75010,['Inscrit Monument historique'],Voeu en faveur de la conservation de la façade sur rue afin de préserver l'aspect homogène de la voie,Vœu,,,,,Façade,,,Non disponible,Non disponible,Feature,"[2.3629518300140804, 48.872368001626356]",Point,2.3629518300140804,48.872368001626356
1992,1992-01-13,33 rue Dauphine,,75006,['Protection Ville de Paris'],Renouvellement d'un voeu en faveur de la conservation sans altération de l'immeuble,Vœu,XVII,,,,Démolition partielle,,,Non disponible,Non disponible,Feature,"[2.3394860130835675, 48.85479054445419]",Point,2.3394860130835675,48.85479054445419
1995,1995-06-13,7 rue de Cîteaux,7-9-11 rue de Cîteaux,75012,['Aucune'],,,,,,,,,,Non disponible,Non disponible,Feature,"[2.379964467982655, 48.84715002612315]",Point,2.379964467982655,48.84715002612315
1995,1995-07-04,91 avenue du Général Leclerc,91 avenue du Général Leclerc / 23 rue Alphonse Daudet,75014,['Aucune'],,,,,,Albert Sélonier,,,,Non disponible,Non disponible,Feature,"[2.326644926069177, 48.826684723737806]",Point,2.326644926069177,48.826684723737806
1992,1992-03-09,4 rue Saint-Joseph,,75002,['Protection Ville de Paris'],"Voeu en faveur de la protection par l'administration des Monuments historiques de cette maison d'excellente qualité, qui a conservé une belle porte cochère et un escalier ancien qu'il convient de conserver",Vœu,XVIII,,,,Protection,Circulations intérieures,,Non disponible,Non disponible,Feature,"[2.34516521188168, 48.868384266126334]",Point,2.34516521188168,48.868384266126334
1992,1992-04-06,16 rue du Grenier Saint-Lazare,,75003,['Protection Ville de Paris'],"Voeu en faveur de la conservation de la façade, lors des travaux de réaménagement projetés",Vœu,XVII,,,,Démolition partielle,Façade,,Non disponible,Non disponible,Feature,"[2.3536025240148803, 48.862967382598605]",Point,2.3536025240148803,48.862967382598605
1994,1994-11-07,3 place Vendôme,3-5 place Vendôme,75001,['Classé Monument historique'],"Voeu pour qu'à l'occasion des travaux pour habitation, la façade sur place retrouve le rythme architectual conçu par Hardouin-Mansart notamment pour les ouvertures et portes cochères. Elle a insisté pour que soient conservées les boiseries qui pourraient subsister.",Vœu,XVII,,,,Démolition partielle,Décors,,Non disponible,Non disponible,Feature,"[2.328658829403902, 48.86705606670326]",Point,2.328658829403902,48.86705606670326
1993,1993-07-05,2 rue de l'Abbaye,,75006,['Protection Ville de Paris'],Renouvellement du voeu (02-12-1991) en faveur de la conservation en l'état des façades de l'immeuble,Vœu,,,,,Démolition partielle,Façade,,Non disponible,Non disponible,Feature,"[2.3360175676120334, 48.85402083149338]",Point,2.3360175676120334,48.85402083149338
1993,1993-10-11,17 rue Danielle Casanova,17-19 rue Danielle Casanova,75001,"['Protection Ville de Paris', 'Inscrit Monument historique']",Voeu en faveur de la conservation des façades et de la toiture de ces immeubles,Vœu,XVIII,,,,Démolition partielle,,,Non disponible,Non disponible,Feature,"[2.3321391529711795, 48.86780053694968]",Point,2.3321391529711795,48.86780053694968
1995,1995-06-13,89 boulevard Pereire,,75017,['Protection Ville de Paris'],"Voeu pour que soient conservés les façades des bâtiments, l'escalier, la grande cheminée et de façon générale de ce qui peut subsister du décor intérieur. Cet ensemble architectural caractèristique de l'architecture de la fin du XIXe siècle et l'hôtel particulier commandé par le peintre Alphonse de Neuville à l'architecte Adolphe Gerhardt en 1881, constituent un lieu de mémoire""",Vœu,XIX,,,Adolphe Gerhardt,Démolition partielle,Décors,,Non disponible,Non disponible,Feature,"[2.301324343854125, 48.88643276666746]",Point,2.301324343854125,48.88643276666746
1995,1995-06-13,27 rue du Faubourg Saint-Honoré,,75008,['Aucune'],,,XVIII,,,Athanase Mortier,,,,Non disponible,Non disponible,Feature,"[2.3209195517346437, 48.86890485136915]",Point,2.3209195517346437,48.86890485136915
1993,1993-02-01,100 rue de Charonne,,75011,['Inscrit Monument historique'],Renouvellement d'un voeu (08-11-1990) en faveur de l'ancien Couvent de la Madeleine de Trainel. La CVP demande avec insistance qu'aucune surélévation ne vienne dénaturer le bâtiment sur rue et que tous les éléments anciens fassent l'objet d'une restauration intégrale,Vœu,XVII,,Couvent de la Madeleine de Traisnel,,Surélévation,Restauration,,Non disponible,Non disponible,Feature,"[2.3839744523078843, 48.854311959865825]",Point,2.3839744523078843,48.854311959865825
1995,1995-10-09,42 avenue Victor Hugo,2 villa d'Eylau,75016,['Aucune'],Voeu pour que le petit Hôtel ne soit pas surélevé afin de ne pas dénéturer ses proportions,Vœu,,,,,Surélévation,,,Non disponible,Non disponible,Feature,"[2.28309630274542, 48.86872122086862]",Point,2.28309630274542,48.86872122086862
1995,1995-02-06,7 rue Eugène Flachat,7-9 rue Eugène Flachat,75017,['Aucune'],,,XIX,,,Georges-Louis Bayard,,,,Non disponible,Non disponible,Feature,"[2.299690400213903, 48.88707261765788]",Point,2.299690400213903,48.88707261765788
1995,1995-04-04,45 boulevard des Batignolles,,75008,['Inscrit Monument historique'],,,XIX,,lycée Chaptal,,,,,Non disponible,Non disponible,Feature,"[2.319687602571379, 48.88173758443073]",Point,2.319687602571379,48.88173758443073
1995,1995-01-09,11 rue de Caumartin,,75009,['Aucune'],"Voeu pour que soit conservée la belle façade sur rue, de style Louis XVI, de l’immeuble",Vœu,,,,,Démolition partielle,Façade,,Non disponible,Non disponible,Feature,"[2.3280143870477024, 48.87101251629856]",Point,2.3280143870477024,48.87101251629856
1997,1997-10-07,76 rue de Rome,,75008,['Aucune'],"Voeu pour que le petit hôtel particulier, construit en 1890 par l’architecte Bir, qui forme un élégant ensemble de décoration et d’architecture, ne soit pas surélevé et que son escalier ne soit pas mutilé par l’établissement d’un ascenseur.",Vœu,XIX,,,Bir,Surélévation,Circulations intérieures,,https://cdn.paris.fr/paris/2023/04/11/octobre-1997-Pdd8.pdf,Disponible,Feature,"[2.321254209713094, 48.88091230535253]",Point,2.321254209713094,48.88091230535253
2003,2003-01-09,2 rue de Belloy,2 rue de Belloy / 1 rue Dumont d'Urville,75016,['Aucune'],La visite de ce petit hôtel particulier a permis de constater que le projet de restructuration conservait les pièces décorées et l’ensemble de la volumétrie. La Commission ne s’y oppose donc pas.,Vœu,,,,,Démolition partielle,Décors,,https://cdn.paris.fr/paris/2020/11/16/8705ff9f602d97410fd050194f8865c3.pdf,Disponible,Feature,"[2.292854835870754, 48.868675304194944]",Point,2.292854835870754,48.868675304194944
2003,2003-01-09,22 rue Paul Strauss,,75020,['Aucune'],Le propriétaire de cette maison en meulière des années 1920 souhaite transformer son porche d’entrée dans une opération d’embellissement. La Commission fait remarquer que son projet est peu en rapport avec la modestie de l’édifice et du reste de la rue.,Vœu,XX,,,,Façade,,,https://cdn.paris.fr/paris/2020/11/16/8705ff9f602d97410fd050194f8865c3.pdf,Disponible,Feature,"[2.407598486660221, 48.86660197727225]",Point,2.407598486660221,48.86660197727225
2003,2003-01-09,26 rue Saint-Maur,,75011,['Aucune'],"Étant donné le faible intérêt de cette construction, la Commission ne s’oppose pas à sa démolition.",Vœu,XX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/11/16/8705ff9f602d97410fd050194f8865c3.pdf,Disponible,Feature,"[2.3817645932383384, 48.860591252901]",Point,2.3817645932383384,48.860591252901
1995,1995-10-09,34 boulevard Saint-Michel,,75005,['Aucune'],,,XIX,,,,,,,Non disponible,Non disponible,Feature,"[2.3420164813252575, 48.84926342167142]",Point,2.3420164813252575,48.84926342167142
1995,1995-10-09,22 avenue Kléber,,75016,['Aucune'],,,XIX,,,Salmon,,,,Non disponible,Non disponible,Feature,"[2.292787438838086, 48.871071667201]",Point,2.292787438838086,48.871071667201
1995,1995-10-09,42 boulevard Berthier,,75017,['Inscrit Monument historique'],,,XIX,,magasin des décors de l'Opéra / bastion de l'enceinte de Louis-Philippe,,,,,Non disponible,Non disponible,Feature,"[2.3093873291008875, 48.89286203685215]",Point,2.3093873291008875,48.89286203685215
1996,1996-07-02,44 rue Molitor,44-46 rue Molitor,75016,['Aucune'],Voeu qu'aucune construction élevée ne vienne rompre l'harmonie du site,Vœu,,,,,Projet,,,Non disponible,Non disponible,Feature,"[2.260059592211349, 48.84538642113953]",Point,2.260059592211349,48.84538642113953
2003,2003-03-06,19 rue Balzac,,75008,['Aucune'],,Pas de résolution,,,,,Restauration,Décors,,https://cdn.paris.fr/paris/2020/11/16/59acbfd0558df29f6c0c699705b0a994.pdf,Disponible,Feature,"[2.302044746178373, 48.875134949732114]",Point,2.302044746178373,48.875134949732114
2003,2003-03-06,31 rue Poissonnière,31 rue Poissonnière / 30-32 rue du Sentier,75002,['Aucune'],"Le projet d’extension du cinéma Le Rex a déjà été examiné par la Commission. Les demandes qui sont aujourd’hui faites ne tenant pas compte de ses vœux (séances des 12 juin et 2 octobre 2001) contre la démolition de l’immeuble d’époque Louis XVI, rue Poissonnière, et la couverture de la cour de l’hôtel particulier de la rue du Sentier, elle renouvelle son opposition.",Vœu,,,Cinéma Le Rex,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/11/16/59acbfd0558df29f6c0c699705b0a994.pdf,Disponible,Feature,"[2.3478035029558844, 48.86992268447821]",Point,2.3478035029558844,48.86992268447821
2003,2003-02-04,23 bis avenue de Messine,"23B-29 avenue de Messine, 1B-3 rue de Messine, 28-34 rue de Monceau, 16-26 rue du docteur Lancereaux",75008,['Protection Ville de Paris'],"Pour cet îlot entier, la Commission autorise le nouveau projet prévu, de bien meilleure qualité que le précédent, et qui conserve l’essentiel des éléments intéressants.",Vœu,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/11/16/2b69ce386d0ce29758ec6ad8516d05cf.pdf,Disponible,Feature,"[2.311012237568774, 48.877118815976786]",Point,2.311012237568774,48.877118815976786
2003,2003-03-06,31 rue de la Pompe,,75016,['Protection Ville de Paris'],"L’étude précise de la chapelle est en cours, et la Commission est très attentive à cet ensemble qui méritera d’être conservé.",Vœu,XIX,,chapelle du lycée Gerson,,Projet,,,https://cdn.paris.fr/paris/2020/11/16/59acbfd0558df29f6c0c699705b0a994.pdf,Disponible,Feature,"[2.2750596171624626, 48.86072326517771]",Point,2.2750596171624626,48.86072326517771
2003,2003-06-03,33 boulevard Pasteur,33 boulevard Pasteur / 164 rue de Vaugirard,75015,['Aucune'],"Dans cet immeuble de l’architecte Ragache, il s'agit de la démolition d’un escalier de service secondaire. La Commission ne s’y oppose pas.",Vœu,,,,Ragache,Circulations intérieures,,,https://cdn.paris.fr/paris/2020/11/16/72e8f7f31b0733d9fc8c47866e7fc8f8.pdf,Disponible,Feature,"[2.3128285321703554, 48.84318718916172]",Point,2.3128285321703554,48.84318718916172
2003,2003-05-07,13 boulevard du Temple,,75003,['Protection Ville de Paris'],"Il existe dans ce bâtiment – qui a déjà beaucoup souffert de multiples remaniements – un escalier ancien appelé à disparaître. La Commission ne s’y oppose pas, estimant que l’ensemble du décor intérieur a déjà été détruit et que l’escalier à lui seul ne justifie pas un vœu de conservation.",Vœu,XIX,,,,Circulations intérieures,Décors,,https://cdn.paris.fr/paris/2020/11/16/176e4d1bdcf60aa765dc9f6fe10da396.pdf,Disponible,Feature,"[2.365949093546597, 48.86395707715437]",Point,2.365949093546597,48.86395707715437
2004,2004-07-08,14 rue Bergère,14-20 rue Bergère ; 1-5 rue du Conservatoire ; 5-11 rue Sainte-Cécile,75009,['Aucune'],,Pas de résolution,XIX,,ancien Comptoir National d’Escompte,Corroyer et Bernard,Démolition partielle,,,https://cdn.paris.fr/paris/2020/11/10/550d7cc6506ab1c08dd4732aa3fa3c89.pdf,Disponible,Feature,"[2.346151352812688, 48.87231985474757]",Point,2.346151352812688,48.87231985474757
2004,2004-05-18,21 rue Saint-Louis en l'Île,21-23 rue Saint-Louis en l'Île,75004,['Aucune'],Le nouveau projet du pétitionnaire semble respecter davantage le parcellaire à la grande satisfaction des membres de la Commission.,Vœu,,,,,Projet,,,https://cdn.paris.fr/paris/2020/11/10/534122de51cc7b1af40d2ea4297db5da.pdf,Disponible,Feature,"[2.3572405638238996, 48.851535719571935]",Point,2.3572405638238996,48.851535719571935
2004,2004-05-18,21 rue Charlot,21 rue Charlot / 2-6 rue Pastourelle,75003,['Plan de sauvegarde et de mise en valeur'],"La Commission, qui déplore la terrible agonie d’un bâtiment ancien, ne refuse pas pour autant le nouveau projet d’un édifice de trois étages.",Vœu,XVII,,Hôtel Beautru de la Vieuville ou Bertin de Blagny,,Démolition totale,,,https://cdn.paris.fr/paris/2020/11/10/534122de51cc7b1af40d2ea4297db5da.pdf,Disponible,Feature,"[2.3614886829318, 48.86202311817046]",Point,2.3614886829318,48.86202311817046
2004,2004-09-14,10 rue Saint-Roch,,75001,['Aucune'],La Commission s’indigne devant le manque de coordination entre l’Etat et la Ville en matière de permis de construire et de démolir,Vœu,XIX,,,,Circulations intérieures,,,https://cdn.paris.fr/paris/2020/11/10/09344ac657dfc45bd54e33bd673e973c.pdf,Disponible,Feature,"[2.331715349241494, 48.86440672817541]",Point,2.331715349241494,48.86440672817541
2004,2004-06-15,15 impasse des Souhaits,15-18 impasse des Souhaits ; 26 rue de Terre Neuve ; 15-17-31 rue des Vignoles,75020,['Aucune'],,Pas de résolution,,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/11/10/8cedb99140ffdca98602c0ff7216952d.pdf,Disponible,Feature,"[2.399089813324067, 48.85433431903773]",Point,2.399089813324067,48.85433431903773
