annee_passage,date_passage,adresse,complement_d_adresse,code_postal,protection,voeu,resolution,siecle_de_construction,date_de_construction,designation,architecte,type_de_travaux_1,type_de_travaux_2,intervention,url_document_de_seance,doc_seance,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_point_2d.lon,geo_point_2d.lat
2009,2009-01-28,3 rue de Berri,3-3b rue de Berri,75008,['Aucune'],"levée de vœu au 3-3 bis, rue de Berri, Paris 8eLa Commission du vieux Paris, réunie le 20 janvier 2009 à l’Hôtel de Ville sous la présidence de Mme Colombe Brossel, adjointe au Maire chargée du patrimoine, a levé le vœu émis le 10 juillet 2008, qui demandait la conservation de la dernière volée d’escalier  et recommandait un projet plus respectueux de l’intégrité de la cour centrale.",Vœu,XIX,,,,Circulations intérieures,Démolition partielle,,https://cdn.paris.fr/paris/2020/02/26/d54b48e1759cee0d11ce2a520a4a1e6d.pdf,Disponible,Feature,"[2.302944471658644, 48.87187457998022]",Point,2.302944471658644,48.87187457998022
2006,2006-05-23,83 rue Pierre Demours,83 rue Pierre Demours  / 95 rue de Prony,75017,['Aucune'],"La Commission du vieux Paris, réunie le 23 mai 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a formé un vœu en faveur du maintien de l’escalier de service afin de conserver le principe de distribution initiale de l’étage de service de l’immeuble construit en 1883 pour la Société des Immeubles de la Plaine Monceau par l’architecte Lemenil  au 83 rue Pierre Demours et 95 rue de Prony (17e arr.).",Vœu,XIX,1883,,Lemenil,Circulations intérieures,,,https://cdn.paris.fr/paris/2019/07/24/e3916616a0e1f06cd55927108fbbcf23.pdf,Disponible,Feature,"[2.2996291521960073, 48.88372313943253]",Point,2.2996291521960073,48.88372313943253
2007,2007-01-25,8 rue d'Anjou,,75008,['Protection Ville de Paris'],"La Commission du vieux Paris, réunie le 25 janvier 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a approuvé le projet envisagé sur l’aile latérale de l’hôtel construit de 1726 à 1729 par l’architecte Antoine Mazin, remanié en 1838, au 8 rue d’Anjou (8e arr.), ensemble protégé au titre du PLU. La Commission a cependant recommandé la conservation des persiennes existantes à l’occasion du ravalement envisagé prochainement.",Vœu,XVIII,1726,,Antoine Mazin,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/3ffb28df3d536770eb3b3caf65221406.pdf,Disponible,Feature,"[2.320839583609613, 48.86980380980052]",Point,2.320839583609613,48.86980380980052
2006,2006-11-22,12 rue de Palestine,12-14 rue de Palestine,75019,['Aucune'],,Pas de résolution,XX,,,Ch. Venner,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/a241051457bf077a7d487d176fce591e.pdf,Disponible,Feature,"[2.38961974692005, 48.876384918690974]",Point,2.38961974692005,48.876384918690974
2006,2006-11-22,6 rue de la Grande Chaumière,,75006,['Protection Ville de Paris'],,Pas de résolution,XIX,1876,,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/a241051457bf077a7d487d176fce591e.pdf,Disponible,Feature,"[2.330969691087464, 48.842447808915225]",Point,2.330969691087464,48.842447808915225
2006,2006-10-24,22 rue Basfroi,,75011,['Protection Ville de Paris'],"La Commission du vieux Paris, réunie le 12 septembre 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a renouvelé son vœu, suite à l’arrêté de péril délivré le 4 juillet 2006, pour que l’édifice datant du XVIIe siècle et qui a conservé sa distribution d’origine, en particulier son escalier à balustres en bois rampe sur rampe, soit conservé et consolidé rapidement au 22 rue Basfroi (11e arr.).",Vœu,XVII,,,,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/d1a70213e08d1d4c05c437f1903b5975.pdf,Disponible,Feature,"[2.3795289708955285, 48.854746454246275]",Point,2.3795289708955285,48.854746454246275
2009,2009-10-15,79 rue des Martyrs,,75018,['Aucune'],,Pas de résolution,XIX,,,G. Gridaine,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/e93c5870fac60d6c3bf4b77b6663d778.pdf,Disponible,Feature,"[2.3396029832145917, 48.883007297683086]",Point,2.3396029832145917,48.883007297683086
2007,2007-06-12,183 avenue de Clichy,,75017,['Aucune'],,Pas de résolution,XX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/5f5a709b9b2491a8253c4518361db5c0.pdf,Disponible,Feature,"[2.314130856968997, 48.89363217535543]",Point,2.314130856968997,48.89363217535543
2009,2009-09-23,214 boulevard Raspail,,75014,['Protection Ville de Paris'],,Pas de résolution,XX,,maison des étudiantes,Charles Wallon,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/18fc50bf9e1dd39eac313db8c98b04ff.pdf,Disponible,Feature,"[2.329721418129262, 48.84084285226446]",Point,2.329721418129262,48.84084285226446
2006,2006-07-13,101 rue des Poissonniers,101 rue des Poissonniers  / 2 rue Emile Chaine,75018,['Aucune'],,Pas de résolution,XIX,,Grand Hôtel du Canal,,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/34d7007b0231e20c39d8426762330ca5.pdf,Disponible,Feature,"[2.35234761849938, 48.89285884653621]",Point,2.35234761849938,48.89285884653621
2010,2010-09-15,81 rue de Meaux,81-83 rue de Meaux,75019,['Aucune'],,Pas de résolution,XX,,,Louis Mouroux,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/e01b90900ead655d5dc7870afc3bb82e.pdf,Disponible,Feature,"[2.3756442995628198, 48.882936319279274]",Point,2.3756442995628198,48.882936319279274
2006,2006-01-17,1 rue des Mathurins,15-17 rue Scribe  / 1 rue des Mathurins,75009,['Inscrit Monument historique'],"La Commission du vieux Paris, réunie le 17 janvier 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a protesté contre l’abandon des prescriptions réglementaires du recueil de Léo Taxil concernant les abords de l’Opéra, prescriptions pourtant intégrées à l’ancien POS et au futur PLU et qui auraient dû s’appliquer à cet immeuble édifié au XIXe siècle, 15-17 rue Scribe et 1 rue des Mathurins (9e arr.) en permettant de restituer le caractère commercial de son soubassement.",Vœu,XIX,,,Léon Desnues ; Paul Brochon,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/8ee812ce0fe42afd0ab06ff5fb4554b9.pdf,Disponible,Feature,"[2.330670276441834, 48.87281293130874]",Point,2.330670276441834,48.87281293130874
2007,2007-07-10,5 boulevard Lannes,5-7 boulevard Lannes,75016,['Aucune'],,Pas de résolution,XIX,1860 ; 1934,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/b6d0bed6b4fddc8902ab0a4cc4ac7d62.pdf,Disponible,Feature,"[2.2739958284211914, 48.86913140871355]",Point,2.2739958284211914,48.86913140871355
2007,2007-10-16,25 rue d'Astorg,25-27 rue d'Astorg,75008,['Protection Ville de Paris'],,Pas de résolution,XX,,,Louis Faure-Dujarric,Démolition partielle,,,https://cdn.paris.fr/paris/2020/10/01/32ccba74bed690a1f91b66a661559d1f.pdf,Disponible,Feature,"[2.319450547574432, 48.87372258935251]",Point,2.319450547574432,48.87372258935251
2005,2005-11-24,51 rue de Babylone,,75007,['Plan de sauvegarde et de mise en valeur'],"Vœu en faveur d’une étude historique afin de d’évaluer la pertinence de l’intervention envisagée sur l’aile en retour sur cour de l’Hôtel Denys Cochin au 51, rue de Babylone (7e arr.). La Commission du vieux Paris, réunie le 24 novembre 2005 à l’Hôtel de Ville, sous la présidence de Mme Moïra Guilmart, adjointe au maire chargée du patrimoine, forme le vœu que soit réalisée une étude historique afin d’évaluer la pertinence d’une surélévation de l’aile en retour sur cour, de l’Hôtel Denys Cochin  datant du début du XIXe siècle au 51, rue de Babylone (7e arr.)",Vœu,XVIII,,hôtel de Denys Cochin,Edme Verniquet,Surélévation,Etude historique,,Bientôt disponible,Bientôt disponible,Feature,"[2.317549417589393, 48.851710567120556]",Point,2.317549417589393,48.851710567120556
2006,2006-04-25,15 rue de la Cour des Noues,15-17 rue de la Cour des Noues  / 50b rue des Prairies,75020,['Aucune'],,Pas de résolution,XX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/7f44d37fb42f0f3e37d97d4a5c5d5a7b.pdf,Disponible,Feature,"[2.402493325479728, 48.86401149349181]",Point,2.402493325479728,48.86401149349181
2006,2006-03-02,3 rue d'Alger,,75001,['Protection Ville de Paris'],,Pas de résolution,XIX,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/28607956f99b2190e0e88d5dd99baa1f.pdf,Disponible,Feature,"[2.329503072784112, 48.86505167361435]",Point,2.329503072784112,48.86505167361435
2006,2006-01-17,63 rue Lamarck,,75018,['Aucune'],"La Commission du vieux Paris, réunie le 17 janvier 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a  exprimé une recommandation en faveur de la conservation des cheminées intérieures et des conduits de fumée de cet immeuble de rapport conçu par l’architecte Théo Petit en 1903 au 63 rue Lamarck (18e arr.)",Vœu,XX,1903,,Théo Petit,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/8ee812ce0fe42afd0ab06ff5fb4554b9.pdf,Disponible,Feature,"[2.3378514913953428, 48.8900022633997]",Point,2.3378514913953428,48.8900022633997
2005,2005-11-24,5 rue du Pré aux Clercs,,75007,['Plan de sauvegarde et de mise en valeur'],,Pas de résolution,XVIII,,,,Démolition partielle,Circulations intérieures,,Bientôt disponible,Bientôt disponible,Feature,"[2.33028632714943, 48.856439273609055]",Point,2.33028632714943,48.856439273609055
2009,2009-10-01,20 boulevard Diderot,,75012,['Inscrit Monument historique'],,Pas de résolution,XIX,,Gare de Lyon,François Alexis Cendrier ; Marius Toudoire  ; Alexis Cendrier,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/e42ecf8d48bde6c7a72ab9362dfd265f.pdf,Disponible,Feature,"[2.372083040985266, 48.845517300467506]",Point,2.372083040985266,48.845517300467506
2007,2007-03-06,244 rue de Rivoli,2-4-6 rue Cambon / 244 rue de Rivoli  / 23 rue du Mont Thabor,75001,['Protection Ville de Paris'],"La Commission du vieux Paris, réunie le 6 mars 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a recommandé la conservation des éléments authentiques de garde-corps en serrurerie à motif de balustre, appliqués en allège pour assurer l’éclairage des caves sous l’étalage de la devanture, dispositif rare dans l’architecture commerciale parisienne du XIXe siècle au 2-4-6 rue Cambon, 244 rue de Rivoli, 23 rue du Mont Thabor (1er arr.). Elle recommande également que l’actuel projet intègre la conservation des décors existants à l’entresol, en particulier les moulures des plafonds.",Vœu,XIX,,,,Décors,Démolition partielle,,https://cdn.paris.fr/paris/2020/02/26/73e8b3e1164cd939697eb6e451566801.pdf,Disponible,Feature,"[2.3253530142304033, 48.866083416390865]",Point,2.3253530142304033,48.866083416390865
2009,2009-05-14,209 rue La Fayette,209-213 rue La Fayette  / 37-39 rue Louis Blanc,75010,['Aucune'],"Vœu au 209-213, rue Lafayette et 39, rue Louis Blanc (10e arrondissement) La Délégation Permanente de la Commission du Vieux Paris, réunie le 14 mai 2009 à l’Hôtel de Ville sous la présidence de Mme Danièle Pourtaud, adjointe au Maire chargée du patrimoine, a émis un vœu en faveur du respect des façades sur rue des immeubles de Clément-Camus, bâtis en 1935 et 1938, et en particulier du dessin des fenêtres.",Vœu,XX,,,Clément-Camus,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/017197efdff5751646827efe290afe95.pdf,Disponible,Feature,"[2.3639698062820185, 48.88123281380776]",Point,2.3639698062820185,48.88123281380776
2008,2008-10-14,4 rue Garancière,4-4b rue Garancière / 1-5 rue Palatine  / 1-3 rue Servandoni,75006,['Protection Ville de Paris'],"La Délégation Permanente de la Commission du Vieux Paris, réunie le 14 octobre 2008 à l’Hôtel de Ville sous la présidence de Mme Colombe Brossel, adjointe au Maire chargée du patrimoine, a formé un vœu contre la réalisation d’un ascenseur qui entraînerait la mutilation du limon et d’une partie de l’escalier 18e siècle de ce bâtiment protégé au titre du PLU.",Vœu,XVIII,,,,Circulations intérieures,Démolition partielle,,Non disponible,Non disponible,Feature,"[2.335734178363584, 48.85049083493845]",Point,2.335734178363584,48.85049083493845
2006,2006-01-17,51 rue de Babylone,,75007,['Plan de sauvegarde et de mise en valeur'],"La Commission du vieux Paris, réunie le 17 janvier 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a approuvé le projet de modification du profil du comble de l’aile en retour sur cour de l’Hôtel Denys Cochin construit en 1780 par Edme Verniquet, acquis par la famille Cochin en 1808 au 51 rue de Babylone (7e arr.), considérant que le projet qui lui a été soumis ne portait pas atteinte à l’authenticité de l’édifice concerné.",Vœu,XVIII,1780,hôtel de Denys Cochin,Edme Verniquet,Surélévation,,,https://cdn.paris.fr/paris/2019/07/24/8ee812ce0fe42afd0ab06ff5fb4554b9.pdf,Disponible,Feature,"[2.317549417589393, 48.851710567120556]",Point,2.317549417589393,48.851710567120556
2009,2009-02-17,91 rue du Faubourg Saint-Antoine,91-93 rue du Faubourg Saint-Antoine,75012,['Aucune'],"Levée de vœu au 91-93, rue du Faubourg Saint-Antoine, Paris 12eLa Délégation Permanente de la Commission du Vieux Paris, réunie le 17 février 2009 à l’Hôtel de Ville sous la présidence de Mme Colombe Brossel, adjointe au Maire chargée du patrimoine, constatant que le nouveau projet de boutique conserve les éléments de décors de l’ancien bistrot « La Varlope », conformément à la demande formulée par la Commission du Vieux Paris, lève le vœu adopté le 22 septembre 2008.",Vœu,XIX,,ancien bistrot « La Varlope »,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/5e96b621b94a4f46c32e98ad1971356b.pdf,Disponible,Feature,"[2.3752613710031905, 48.85161063987917]",Point,2.3752613710031905,48.85161063987917
2006,2006-01-17,45 rue de Tocqueville,,75017,['Protection Ville de Paris'],,Pas de résolution,XX,1923,,Frédéric Bertrand,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/8ee812ce0fe42afd0ab06ff5fb4554b9.pdf,Disponible,Feature,"[2.3111485649865036, 48.884485205427715]",Point,2.3111485649865036,48.884485205427715
2009,2009-02-17,168 boulevard de la Villette,168 boulevard de la Villette  / 8-16 cité Lepage,75019,['Aucune'],,Pas de résolution,XIX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/5e96b621b94a4f46c32e98ad1971356b.pdf,Disponible,Feature,"[2.3705497587287567, 48.880651591941685]",Point,2.3705497587287567,48.880651591941685
2012,2012-06-15,11 boulevard Jules Ferry,11-13 boulevard Jules Ferry,75011,['Aucune'],"Résolution au 11-13, boulevard Jules Ferry (11e arrondissement) La Commission du Vieux Paris, réunie le 15 juin 2012 à l’hôtel de Ville, sous la présidence de Mme Danièle Pourtaud, adjointe au Maire chargée du Patrimoine, a examiné le projet de démolition et surélévation de bâtiments du XIXe siècle sur le canal Saint-Martin.La Commission a levé son vœu du 3 février 2012 qui exprimait des réserves quant à la surélévation de l’immeuble situé au numéro 13 (BMO du 17 juillet 2012).",Vœu,XIX,,,,Démolition partielle,Surélévation,,https://cdn.paris.fr/paris/2020/09/30/45df11b4e20f47af3b657b5c245dc878.pdf,Disponible,Feature,"[2.3679577926574, 48.86732689704055]",Point,2.3679577926574,48.86732689704055
2005,2005-11-24,20 rue Fortuny,,75017,['Aucune'],"Vœu en faveur d’une intervention plus respectueuse des principes distributifs de l’hôtel particulier situé au 20, rue Fortuny (17e arr.)La Commission du vieux Paris, réunie le 24 novembre 2005 à l’Hôtel de Ville, sous la présidence de Mme Moïra Guilmart, adjointe au maire chargée du patrimoine, a exprimé un vœu en faveur d’une intervention plus respectueuse des principes distributifs de l’hôtel particulier élevés en 1881 par Paul-Casimir Fouquiau et situé au 20, rue Fortuny (17e arr.)",Vœu,XIX,1881,,Paul Fouquiau,Démolition partielle,Circulations intérieures,,Bientôt disponible,Bientôt disponible,Feature,"[2.306824236808232, 48.88223961975599]",Point,2.306824236808232,48.88223961975599
2008,2008-12-18,14 rue de l'Ourcq,14-16 et 21-25 rue de l'Ourcq,75019,['Aucune'],,Pas de résolution,,,Aménagement du secteur Ourcq-Jaurès,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/8ca5f51548bcda677ff76e4ffd473b14.pdf,Disponible,Feature,"[2.384237562857293, 48.888613823661174]",Point,2.384237562857293,48.888613823661174
2009,2009-01-20,61 rue Dauphine,,75006,['Protection Ville de Paris'],,Pas de résolution,XVIII,,Maison Choppin d'Arnouville,Pierre Desmaisons,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/3f2572f00ce7cd7ecbacc14a02a29526.pdf,Disponible,Feature,"[2.338676561353601, 48.85381969662143]",Point,2.338676561353601,48.85381969662143
2005,2005-12-20,2 rue Vandamme,2 rue Vandamme  / 20b rue de la Gaîté,75014,['Aucune'],"Levée du vœu concernant le projet de réaménagement des bâtiments 2 rue Vandamme et 20 bis rue de la Gaîté (14e arr.) La Commission du vieux Paris, réunie le 20 décembre 2005 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a levé le vœu précédemment formé le 20 octobre 2005 à propos du projet de réaménagement de l’immeuble situé 2 rue Vandamme et 20 bis rue de la Gaîté (14e arr.), le nouveau permis de démolir proposant la conservation de l’élévation originale des façades qui seront, en outre, ravalées.",Vœu,XIX,,ancien Bal aux 1 000 colonnes,Chevreau,Démolition partielle,Façade,,Bientôt disponible,Bientôt disponible,Feature,"[2.323569959545771, 48.83981098091269]",Point,2.323569959545771,48.83981098091269
2005,2005-12-20,65 quai de Grenelle,65-71 quai de Grenelle / 2-10 rue Gaston de Caillavet / 1-11 rue Linois  / 22-32 rue Robert de Flers,75015,['Aucune'],,Pas de résolution,XX,,Beaugrenelle,,Démolition partielle,,,Bientôt disponible,Bientôt disponible,Feature,"[2.282811248923813, 48.849702298542425]",Point,2.282811248923813,48.849702298542425
2011,2011-06-09,42 rue du Louvre,,75001,['Protection Ville de Paris'],,Pas de résolution,XIX,,,Henri Blondel,Démolition partielle,Circulations intérieures,,https://cdn.paris.fr/paris/2020/02/26/19ce9b1584976fbfce84a1f5a2fd5597.pdf,Disponible,Feature,"[2.342213839782519, 48.86331292942002]",Point,2.342213839782519,48.86331292942002
2008,2008-02-21,128 avenue de Saint-Ouen,,75018,['Protection Ville de Paris'],"La Commission du Vieux Paris, réunie le 21 février 2008 à l’Hôtel de Ville de Paris sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a formé le vœu que les quatre gares du chemin de fer de Petite Ceinture non actuellemnt protées (gare d'Ornano, gare de Saint-Ouen, gare de Montrouge, gare du Pont de Flandre) soient inscrites sur la liste supplémentaire des immeubles protégés au titre du PLU. Ces quatre nouvelles protections, venant compléter les douzes déjà acquises, conforteront la trace dans la ville d'un réseau ferré ancré dans la mémoire des Parisiens, quoique peu visible dans son infrastructure ; l'ensemble des seizes gares protégées, comme les barrières qui subsistents de l'enceinte des fermiers généraux, oeuvres de Ledoux, étant appelées à prendre valeur de portes de Paris.",Vœu,XIX,,Gare de Saint-Ouen,,Protection,,,https://cdn.paris.fr/paris/2020/11/09/eb977aeebc517ec05d02b0f6ac764ca7.pdf,Disponible,Feature,"[2.328516281972483, 48.89570448113399]",Point,2.328516281972483,48.89570448113399
2008,2008-02-21,112 rue des Poissonniers,112-122 rue des Poissonniers,75018,['Aucune'],"La Commission du Vieux Paris, réunie le 21 février 2008 à l’Hôtel de Ville de Paris sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a recommandé la conservation de l'ancien centre médical de ce site ferroviaire situé au 112-122 rue des Poissonniers (18e), par son étrangeté et sa forte présence architecturale en bordure des voies ferrées, ce petit édifice du XXe siècle ajoutera à la qualité du paysage urbain à créer dans le cadre de l'opération d'aménagement, tout en témoignant de l'histoire du site.",Vœu,XX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/11/09/eb977aeebc517ec05d02b0f6ac764ca7.pdf,Disponible,Feature,"[2.352920744559187, 48.89408407269932]",Point,2.352920744559187,48.89408407269932
2006,2006-03-02,86 rue Oberkampf,,75011,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/28607956f99b2190e0e88d5dd99baa1f.pdf,Disponible,Feature,"[2.3764990664798074, 48.865374530972154]",Point,2.3764990664798074,48.865374530972154
2006,2006-06-16,15 rue de Lagny,15-19 rue de Lagny  / 20-24 rue de la Plaine,75020,['Aucune'],,Pas de résolution,XX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/3e9cc3ade86c6bfdb943b448217b039d.pdf,Disponible,Feature,"[2.4012717445564693, 48.84895594492326]",Point,2.4012717445564693,48.84895594492326
2009,2009-04-01,97 rue du Faubourg du Temple,,75011,['Aucune'],,Pas de résolution,XVIII,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/c5450876a5ff7a5ce1f73b22ad81c00e.pdf,Disponible,Feature,"[2.3712593998252793, 48.87006513409053]",Point,2.3712593998252793,48.87006513409053
2006,2006-07-13,179 avenue Daumesnil,179-181 avenue Daumesnil / 1-3 rue Brahms  / 2 rue Paul Dukas,75012,['Protection Ville de Paris'],,Pas de résolution,XIX,1878,ancienne gare de Reuilly,,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/34d7007b0231e20c39d8426762330ca5.pdf,Disponible,Feature,"[2.3922356088868026, 48.84054827790429]",Point,2.3922356088868026,48.84054827790429
2007,2007-01-25,4 rue Danton,4 rue Danton  / 3 rue Suger,75006,['Aucune'],"La Commission du vieux Paris, réunie le 25 janvier 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a renouvelé son voeu en faveur d’une intervention plus respectueuse des distributions d’origine, notamment les deux grands escaliers fortement exprimés en façade de la rue Danton, ainsi que le hall traversant et l’auditorium situé au sous-sol, de l’immeuble construit en 1955 par l’architecte Louis Allix pour abriter le Centre d’hygiène universitaire et scolaire, au 4 rue Danton et 3 rue Suger (6e arr.).",Vœu,XX,1955,,Louis Allix,Circulations intérieures,,,https://cdn.paris.fr/paris/2019/07/24/3ffb28df3d536770eb3b3caf65221406.pdf,Disponible,Feature,"[2.3423060848197275, 48.852793253819]",Point,2.3423060848197275,48.852793253819
2006,2006-11-22,1B rue Raffet,,75016,['Protection Ville de Paris'],,Pas de résolution,XX,,"atelier de Paul Bartholomé, puis de Bernard de La Tour d’Auvergne et de Maurice Calka",,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/a241051457bf077a7d487d176fce591e.pdf,Disponible,Feature,"[2.265578291581862, 48.85063804391145]",Point,2.265578291581862,48.85063804391145
2008,2008-09-22,91 rue du Faubourg-Saint-Antoine,91-93 rue du Faubourg-Saint-Antoine,75011,['Aucune'],"La Commission permanente de la Commission du Vieux Paris, réunie le 22 septembre 2008 à l’Hôtel Cromot du Bourg sous la présidence de Mme Colombe Brossel, adjointe au Maire chargée du patrimoine, émet un vœu pour la conservation des éléments décoratifs, vestiges d’une ancienne salle de spectacle de quartier, en fond de parcelle au 91 rue du Faubourg Saint-Antoine.",Vœu,,,,,Démolition partielle,,,Non disponible,Non disponible,Feature,"[2.3752613710031905, 48.85161063987917]",Point,2.3752613710031905,48.85161063987917
2008,2008-09-22,28 rue de l'Ermitage,,75020,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,Non disponible,Non disponible,Feature,"[2.3917262471206633, 48.8708771626081]",Point,2.3917262471206633,48.8708771626081
2009,2009-11-26,218 rue de la Croix Nivert,218-220b rue de la Croix Nivert,75015,['Aucune'],"Voeu au 222, rue de la Croix-Nivert et 40 rue Desnouettes(15e arrondissement)La Commission du Vieux Paris, réunie le 26 novembre 2009 à l’Hôtel de Ville sous la présidence de Mme Danièle Pourtaud, adjointe au Maire chargée du patrimoine, a émis un vœu demandant la protection au titre du PLU des deux petits bâtiments d’alignement en brique, construits en 1910 à l’angle des rues Croix-Nivert et Desnouettes. Ces deux édifices formant porche à l’entrée d’un vaste terrain abritant des ateliers de maintenance de la RATP, permettent une échappée visuelle vers un cœur d’îlot, importante pour un quartier en proie à la densification.",Vœu,XX,,ateliers de maintenance de la RATP,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/4191c2719e24f050e1ae8c731323e893.pdf,Disponible,Feature,"[2.289429582498082, 48.83654355523542]",Point,2.289429582498082,48.83654355523542
2012,2012-11-20,122 rue Championnet,122-124 rue Championnet,75018,['Aucune'],"Vœu au 122-124, rue Championnet (18e arrondissement) La Commission du Vieux Paris, réunie le 20 novembre 2012, à l’Hôtel de Ville de Paris, sous la présidence de Mme Danièle Pourtaud, adjointe au Maire chargée du Patrimoine, a examiné en faisabilité le projet de démolition totale d’un immeuble d’atelier de 1917.La Commission s’oppose unanimement à la démolition de cet immeuble d’ateliers, témoin rare et bien conservé du Paris industriel, spécimen précieux des débuts de la construction en béton armé, et œuvre d’un architecte, Marcel Oudin, dont les réalisations industrielles et commerciales ont été généralement détruites ou dénaturées.La Commission demande que la prochaine évolution du PLU ne permette pas la surélévation de ce bâtiment (BMO du 11 janvier 2013).",Vœu,XX,,,Marcel Oudin,Démolition totale,,,https://cdn.paris.fr/paris/2020/09/14/45f81fb656a80af2c8e87749572da002.pdf,Disponible,Feature,"[2.338283598121687, 48.89554731369498]",Point,2.338283598121687,48.89554731369498
2010,2010-02-16,2 avenue Rapp,2 avenue Rapp  / quai Branly,75007,['Classé Monument historique'],,Pas de résolution,XX,,anciens bâtiments de la Météorologie Nationale,Jacques Henri Barge,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/0be50ed8392bc4bfb75fb445e015fe55.pdf,Disponible,Feature,"[2.301121026159052, 48.861577528762815]",Point,2.301121026159052,48.861577528762815
2011,2011-10-21,1 avenue Sainte-Eugénie,1-3 avenue Sainte-Eugénie  / 32 rue Dombasle,75015,['Aucune'],,Pas de résolution,XX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/fcafa00ddbeb6126984510b27f5bc0e8.pdf,Disponible,Feature,"[2.2984590351214305, 48.835776196554335]",Point,2.2984590351214305,48.835776196554335
2006,2006-06-16,20 rue Emile Ménier,,75016,['Protection Ville de Paris'],"La Commission du vieux Paris, réunie le 16 juin 2006 à la Mairie du 9e arrondissement sous la présidence de M. Jaques Bravo, maire du 9e arrondissement, a approuvé la nouvelle proposition d’intervention qui préserve l’intégralité de la distribution d’origine, considérant que ce dispositif spatial constitue l’originalité de cet hôtel particulier conçu par l’architecte Edouard Autant en 1903.",Vœu,XX,,,Edouard Autant,Circulations intérieures,,,https://cdn.paris.fr/paris/2020/02/26/3e9cc3ade86c6bfdb943b448217b039d.pdf,Disponible,Feature,"[2.2786560417159345, 48.86821902298613]",Point,2.2786560417159345,48.86821902298613
1969,1969-07-07,16 rue du Cloître Notre-Dame,,75004,['Protection Ville de Paris'],Voeu contre la démolition de cet ensemble très remarquable,Vœu,XVI,,,,Démolition totale,,,Non disponible,Non disponible,Feature,"[2.3498022062150206, 48.85349082967187]",Point,2.3498022062150206,48.85349082967187
1970,1970-06-01,4 rue Lobineau,4-6 rue Lobineau,75006,['Aucune'],Voeu en faveur de la protection et de la conservation du Marché Saint Germain,Vœu,XIX,1811,Marché Saint-Germain,Jean-Baptiste Blondel,Protection,,,Non disponible,Non disponible,Feature,"[2.3364707605470376, 48.85181288759149]",Point,2.3364707605470376,48.85181288759149
